# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-2812
# Selected columns: 25 (all)
# Timestamp: Fri, 07-Dec-2018 21:36:37
Gene ID	Gene Name	3-fold embryo Ce, hermaphrodite, organism	4-cell embryo Ce, hermaphrodite, organism	L1 larva Ce, hermaphrodite, NSM	L1 larva Ce, hermaphrodite, neuron	L1 larva Ce, hermaphrodite, organism	L2 larva Ce, hermaphrodite, motor neuron	L2 larva Ce, hermaphrodite, organism	L2d-dauer molt Ce, hermaphrodite, organism	L3 larva Ce, hermaphrodite, organism	L4 larva Ce, hermaphrodite, organism	L4 larva Ce, male, organism	adult Ce, hermaphrodite, gonad	adult Ce, hermaphrodite, organism	dauer larva Ce, hermaphrodite, organism	elongating embryo Ce, hermaphrodite, organism	embryo Ce, hermaphrodite, somatic cell	embryo Ce, male, organism	enclosing embryo Ce, hermaphrodite, organism	fully-elongated embryo Ce, hermaphrodite, organism	fully-elongated embryo Ce, hermaphrodite, pharyngeal muscle cell	gastrulating embryo Ce, hermaphrodite, organism	late cleavage stage embryo Ce, hermaphrodite, organism	newly molted young adult hermaphrodite Ce, hermaphrodite, organism	post dauer stage Ce, hermaphrodite, organism	proliferating embryo Ce, hermaphrodite, organism
WBGene00018924	F56A11.4	0.8	0.2	2.0	4.0	6.0	0.5	2.0	9.0	1.0	0.3	8.0		0.2	12.0	1.0	2.0	2.0	0.5	3.0	0.1	2.0	0.8	0.2	12.0	2.0
WBGene00018925	F56A11.5	29.0	29.0	0.3	6.0	10.0	27.0	34.0	52.0	36.0	15.0	16.0	57.0	53.0	32.0	26.0	6.0	26.0	9.0	23.0	12.0	18.0	17.0	35.0	39.0	36.0
WBGene00018926	F56A11.6				0.2	0.5	1.0			4.0	3.0	19.0	2.0	5.0	0.4		6.0	0.3		0.2	0.9		0.4	6.0	0.1	0.4
WBGene00018927	WBGene00018927	4.0		6.0	3.0	4.0		0.3				0.1	0.2		0.1	12.0	14.0	0.5	0.3	4.0	10.0	1.0	5.0			2.0
WBGene00018928	F56B3.2	63.0	3.0	3.0	2.0	2.0	7.0	34.0	11.0	30.0	7.0	5.0	5.0	9.0	5.0	44.0	12.0	32.0	8.0	29.0	17.0	7.0	26.0	5.0	5.0	10.0
WBGene00018929	F56B3.3		0.1		0.3						0.1	1.0	0.1	0.1			0.1	0.1	0.1	0.3		0.1	0.2	0.3		0.3
WBGene00018930	F56B3.6	0.6		0.1	3.0	2.0	0.9	0.8	0.2	7.0	17.0	94.0	9.0	8.0	0.7	0.6	9.0	2.0	0.6	1.0	0.2	3.0	1.0	19.0	0.5	1.0
WBGene00018931	ugt-52	18.0	0.1		0.1	6.0		6.0	42.0	2.0	2.0	3.0		2.0	28.0	24.0		10.0	2.0	14.0	2.0	6.0	15.0	1.0	19.0	5.0
WBGene00018932	mrpl-2	41.0	12.0	4.0	8.0	12.0	13.0	38.0	26.0	39.0	15.0	10.0	69.0	34.0	29.0	37.0	16.0	33.0	27.0	34.0	29.0	41.0	29.0	35.0	38.0	39.0
WBGene00018933	F56B3.9	0.2						0.3												0.1						
WBGene00018934	F56B3.11	23.0	9.0	6.0	4.0	12.0	7.0	64.0	61.0	97.0	96.0	83.0	27.0	85.0	56.0	36.0	56.0	137.0	153.0	37.0	50.0	122.0	56.0	69.0	71.0	52.0
WBGene00018935	skr-18	37.0	20.0	6.0	6.0	13.0	11.0	14.0	26.0	36.0	17.0	18.0	34.0	49.0	31.0	44.0	8.0	39.0	46.0	28.0	25.0	73.0	46.0	42.0	38.0	35.0
WBGene00018937	F56B6.6				37.0	20.0	3.0	6.0	26.0	5.0	3.0	19.0		0.9	7.0			0.1	0.2	1.0	0.1			1.0	5.0	0.1
WBGene00018938	F56C3.1		6.0			0.1		0.1				8.0		0.1				0.1	0.2	0.2		0.2		0.1		
WBGene00018939	fbxa-190	0.2			0.1	3.0		3.0	0.2	4.0	0.5	2.0	0.3	0.5		0.1	0.8	0.1		0.8	0.1	0.2	0.4	2.0	0.3	
WBGene00018940	F56C3.3											0.2							0.2			0.1				
WBGene00018941	F56C3.4							0.3		0.1	0.2	0.3		0.2												
WBGene00018942	F56C3.5																				0.1					
WBGene00018943	dgn-2		0.4			0.4						4.0	0.6	0.2	0.1		0.7	0.3		0.1	0.1	2.0	0.1		0.1	4.0
WBGene00018944	F56C3.7		0.6															0.1				0.2				
WBGene00018945	F56C3.8	2.0					0.3	3.0	0.1	5.0	13.0	1463.0		3.0	0.3			14.0	0.6	10.0	0.3			0.9		
WBGene00018946	F56C3.9	4.0	0.9			0.6		6.0	61.0	4.0	6.0	24.0	2.0	22.0	32.0	0.2		5.0	0.1	3.0	0.1	0.3	0.3	4.0	12.0	0.5
WBGene00018948	F56C9.3	26.0	41.0	0.3	7.0	5.0	3.0	5.0	7.0	13.0	7.0	6.0	98.0	80.0	13.0	18.0	437.0	37.0	3.0	19.0	4.0	13.0	10.0	56.0	10.0	54.0
WBGene00018949	acbp-4		0.2			0.4		1.0	0.8	0.8	3.0	35.0	0.8	1.0	2.0	0.1	0.2	1.0	0.1		2.0	0.5		5.0	0.9	0.1
WBGene00018950	F56C9.6	24.0	67.0	0.1	3.0	4.0	5.0	5.0	15.0	26.0	17.0	10.0	220.0	150.0	25.0	14.0	42.0	52.0	7.0	20.0	2.0	31.0	7.0	115.0	24.0	80.0
WBGene00018951	F56C9.7	120.0	3.0		3.0	27.0	2.0	261.0	57.0	312.0	105.0	158.0	3.0	89.0	21.0	22.0	5.0	31.0	0.1	106.0	8.0	0.9	4.0	139.0	64.0	3.0
WBGene00018952	F56C9.8	596.0	0.3	26.0	7.0	92.0	1.0	32.0	49.0	43.0	10.0	50.0	0.1	5.0	41.0	156.0	5.0	68.0	3.0	321.0	521.0	15.0	41.0	7.0	37.0	15.0
WBGene00018953	F56C9.10	61.0	42.0	41.0	60.0	99.0	20.0	32.0	61.0	23.0	9.0	20.0	69.0	95.0	55.0	64.0	41.0	72.0	5.0	61.0	36.0	40.0	63.0	35.0	49.0	69.0
WBGene00018954	F56C9.11	10.0	17.0	3.0	9.0	5.0	1.0	6.0	5.0	7.0	3.0	12.0	40.0	21.0	8.0	8.0	4.0	15.0	3.0	8.0	5.0	8.0	6.0	27.0	7.0	13.0
WBGene00018955	F56C11.3	17.0	14.0		10.0	6.0	9.0	8.0	21.0	12.0	10.0	6.0	30.0	26.0	20.0	26.0	17.0	21.0	26.0	13.0	11.0	32.0	21.0	16.0	25.0	20.0
WBGene00018957	F56C11.5	55.0	14.0	0.2	2.0	8.0	3.0	13.0	11.0	17.0	9.0	13.0	17.0	33.0	10.0	41.0	48.0	37.0	13.0	38.0	10.0	17.0	30.0	15.0	11.0	30.0
WBGene00018958	F56C11.6	37.0	0.2	0.3	3.0	10.0	2.0	17.0	14.0	8.0	6.0	7.0		5.0	11.0	8.0	37.0	21.0	2.0	52.0	5.0	5.0	5.0	3.0	12.0	7.0
WBGene00018959	F56D1.1	21.0	25.0	11.0	9.0	18.0	8.0	14.0	18.0	18.0	5.0	17.0	69.0	37.0	26.0	27.0	18.0	23.0	14.0	20.0	9.0	21.0	23.0	44.0	28.0	23.0
WBGene00018960	ilcr-2	28.0	22.0	30.0	20.0	26.0	60.0	23.0	14.0	26.0	7.0	6.0	38.0	32.0	10.0	29.0	100.0	27.0	4.0	28.0	23.0	17.0	25.0	20.0	16.0	32.0
WBGene00018961	mrps-16	65.0	35.0	16.0	13.0	18.0	56.0	36.0	16.0	52.0	20.0	11.0	121.0	47.0	23.0	83.0	41.0	38.0	161.0	42.0	78.0	75.0	75.0	44.0	35.0	92.0
WBGene00018963	ucr-1	227.0	91.0	79.0	79.0	122.0	104.0	407.0	228.0	362.0	118.0	131.0	174.0	282.0	153.0	179.0	108.0	195.0	132.0	219.0	208.0	236.0	164.0	196.0	180.0	263.0
WBGene00018964	F56D2.2	4.0	10.0		2.0	1.0	0.1	7.0	9.0	10.0	5.0	11.0	38.0	28.0	16.0	9.0	4.0	23.0	18.0	3.0	7.0	32.0	16.0	29.0	16.0	19.0
WBGene00018965	F56D2.3	94.0	0.3		0.2	1.0	1.0	38.0	2.0	14.0	6.0	5.0		0.4	0.8	53.0	12.0	32.0	1.0	51.0	201.0	3.0	21.0	0.5	0.7	6.0
WBGene00018966	F56D2.5	3.0	0.2	0.4	3.0	9.0	1.0	3.0	5.0	5.0	2.0	3.0		2.0	4.0	3.0	4.0	3.0	1.0	2.0	8.0	2.0	2.0	2.0	6.0	0.9
WBGene00018967	ddx-15	88.0	45.0	24.0	18.0	25.0	62.0	58.0	36.0	72.0	19.0	15.0	136.0	130.0	35.0	118.0	82.0	131.0	40.0	64.0	53.0	125.0	123.0	58.0	47.0	165.0
WBGene00018968	F56D2.8	0.5		0.2	0.6	2.0		0.4			0.4	103.0		0.2			0.8	0.1		0.5	0.4			0.1		
WBGene00018969	F56D3.1	379.0	0.5	0.1	4.0	39.0	21.0	224.0	31.0	66.0	52.0	37.0		3.0	11.0	33.0	13.0	112.0	0.8	351.0	12.0	2.0	14.0	3.0	20.0	20.0
WBGene00018970	clec-68					0.1		0.5				2.0		0.1					0.2	0.2						
WBGene00018971	clec-67	3.0			3.0	15.0	2.0	33.0	2.0	40.0	13.0	580.0		7.0	1.0	1.0	0.7	4.0	0.3	13.0	2.0	0.5	1.0	9.0	4.0	0.8
WBGene00018972	srz-19	0.2			0.5	2.0		0.4	0.5	0.1					0.1	1.0		0.6	0.6	0.9	1.0		0.8			0.1
WBGene00018973	srz-20					0.4		0.2	1.0	0.2	0.1	1.0							0.2	0.3				0.1		
WBGene00018974	fcho-1	22.0	18.0	10.0	14.0	15.0	17.0	16.0	20.0	19.0	6.0	5.0	65.0	38.0	20.0	21.0	24.0	29.0	4.0	19.0	17.0	16.0	22.0	19.0	20.0	33.0
WBGene00018975	F56E10.1	7.0	11.0	1.0	6.0	6.0	8.0	7.0	6.0	12.0	4.0	7.0	27.0	24.0	6.0	10.0	14.0	19.0	0.9	9.0	5.0	7.0	13.0	12.0	5.0	11.0
WBGene00018976	daam-1	38.0	1.0	155.0	9.0	13.0	6.0	9.0	11.0	3.0	2.0	5.0		1.0	5.0	30.0	16.0	16.0	1.0	49.0	81.0	2.0	14.0	1.0	5.0	5.0
WBGene00018978	ttr-58	0.1			0.1					0.1	0.3	136.0	0.1					0.6	2.0	0.1	0.2	10.0	0.3	0.2		2.0
WBGene00018979	ttr-55									0.2	0.4	15.0							0.1					0.2		
WBGene00018980	F56F4.3									2.0	0.9	7.0	0.1	0.5				0.1	0.1	0.1		0.3	0.1	1.0		0.1
WBGene00018981	F56F4.4									0.1	1.0	70.0	0.6						0.1		1.0			0.4		
WBGene00018982	abt-6				0.3							4.0							0.1			0.2	0.1			
WBGene00018984	F56F10.1	55.0	1.0		2.0	28.0	5.0	100.0	43.0	92.0	26.0	46.0	0.6	27.0	13.0	10.0		13.0	0.2	61.0	3.0	0.9	2.0	47.0	37.0	3.0
WBGene00018985	F56F10.2	48.0		87.0	29.0	27.0	27.0	8.0	20.0	7.0	3.0	4.0	0.4	2.0	16.0	14.0	10.0	6.0	0.3	29.0	18.0	0.2	3.0	3.0	24.0	0.4
WBGene00018986	cdo-1	16.0	0.2	4.0	7.0	27.0	12.0	52.0	68.0	35.0	12.0	50.0	0.1	14.0	53.0	5.0	1.0	10.0	4.0	23.0	3.0	8.0	5.0	20.0	76.0	2.0
WBGene00018987	lgl-1	45.0	5.0	0.6	5.0	6.0	9.0	10.0	5.0	12.0	2.0	4.0	5.0	5.0	5.0	54.0	17.0	22.0	2.0	24.0	29.0	7.0	46.0	4.0	7.0	11.0
WBGene00018988	F56F11.1				1.0	0.9		4.0	6.0	1.0	0.6	3.0		0.4	12.0			0.2		1.0		1.0	0.3	0.5	9.0	
WBGene00018989	F56F11.2	4.0	1.0	0.2	2.0	2.0	2.0	7.0	9.0	7.0	4.0	4.0	2.0	2.0	8.0	4.0	8.0	7.0	1.0	9.0	2.0	3.0	5.0	3.0	5.0	2.0
WBGene00018990	klf-1	16.0	0.4	4.0	4.0	25.0	20.0	21.0	23.0	17.0	5.0	15.0	1.0	7.0	25.0	5.0	3.0	4.0	0.3	18.0	4.0	1.0	3.0	7.0	21.0	2.0
WBGene00018991	F56F11.4	14.0	28.0		2.0	2.0	1.0	2.0	4.0	4.0	5.0	13.0	58.0	32.0	6.0	8.0	5.0	25.0	3.0	13.0	2.0	14.0	3.0	28.0	3.0	89.0
WBGene00018992	trpl-1	46.0			0.5	6.0		3.0	0.7	0.6	0.3	0.6		0.1	0.7	15.0	0.4	6.0	0.3	21.0	3.0	0.1	3.0	0.5	1.0	0.8
WBGene00018993	nhr-266									0.3	0.5	14.0									0.1			0.3		
WBGene00018994	F56H1.3									0.2	0.8	45.0		0.1	0.1		0.1		0.1			0.1		0.5		
WBGene00018995	ccpp-1	38.0	18.0	1.0	7.0	9.0	13.0	17.0	18.0	22.0	7.0	17.0	46.0	28.0	19.0	34.0	14.0	36.0	3.0	34.0	21.0	17.0	27.0	23.0	17.0	33.0
WBGene00018996	F57B9.1	63.0	4.0	2.0	6.0	12.0	6.0	30.0	31.0	32.0	12.0	44.0	11.0	15.0	34.0	97.0	8.0	75.0	27.0	35.0	26.0	30.0	72.0	22.0	31.0	14.0
WBGene00018997	F57B9.3	1.0	0.2		0.5	7.0	1.0	3.0	3.0	0.8	0.2	1.0	0.4	0.6	2.0	0.1		0.2	0.2	1.0	7.0	0.1	0.2	0.2	0.7	
WBGene00018998	flap-1	95.0	10.0	0.1	11.0	9.0	8.0	22.0	17.0	20.0	10.0	11.0	57.0	28.0	17.0	112.0	8.0	38.0	35.0	54.0	47.0	37.0	85.0	36.0	23.0	21.0
WBGene00018999	F57B9.8	2.0	0.3		2.0	2.0	0.8	1.0	0.9	5.0	2.0	12.0	2.0	4.0	2.0	2.0	5.0	1.0	0.2	3.0	2.0	1.0	2.0	2.0	2.0	2.0
WBGene00019001	ipgm-1	52.0	20.0	111.0	151.0	172.0	300.0	122.0	115.0	159.0	45.0	75.0	48.0	96.0	62.0	15.0	94.0	41.0	1.0	105.0	32.0	3.0	13.0	86.0	58.0	8.0
WBGene00019002	F57B10.4	10.0	28.0		2.0	0.7	5.0	4.0	6.0	18.0	5.0	5.0	75.0	35.0	15.0	7.0	3.0	28.0	1.0	10.0	2.0	7.0	3.0	35.0	11.0	12.0
WBGene00019003	F57B10.5	285.0	33.0	21.0	29.0	36.0	54.0	179.0	87.0	150.0	61.0	112.0	78.0	55.0	95.0	336.0	46.0	119.0	179.0	185.0	113.0	143.0	274.0	79.0	95.0	105.0
WBGene00019004	xpg-1	9.0	11.0	0.2	8.0	11.0	2.0	8.0	14.0	12.0	3.0	6.0	22.0	17.0	24.0	15.0	4.0	16.0	3.0	8.0	4.0	14.0	12.0	20.0	18.0	14.0
WBGene00019005	F57B10.8	19.0	7.0	0.1	7.0	8.0	4.0	11.0	20.0	16.0	5.0	5.0	13.0	9.0	34.0	43.0	2.0	13.0	17.0	18.0	11.0	27.0	43.0	15.0	32.0	14.0
WBGene00019006	spg-20	12.0	10.0	9.0	35.0	16.0	10.0	7.0	37.0	6.0	3.0	8.0	4.0	9.0	35.0	17.0	18.0	17.0	3.0	11.0	19.0	12.0	14.0	7.0	28.0	13.0
WBGene00019007	ucr-11	216.0	128.0	82.0	77.0	82.0	106.0	758.0	555.0	1018.0	576.0	1384.0	86.0	901.0	342.0	265.0	34.0	1639.0	200.0	294.0	292.0	350.0	276.0	460.0	309.0	536.0
WBGene00019008	pdxk-1	29.0	9.0	3.0	5.0	7.0	3.0	22.0	35.0	32.0	18.0	31.0	24.0	38.0	29.0	26.0	5.0	33.0	9.0	32.0	17.0	10.0	19.0	31.0	36.0	17.0
WBGene00019009	clec-90	56.0	7.0	0.3	30.0	22.0	27.0	15.0	27.0	14.0	4.0	8.0	8.0	14.0	18.0	27.0	39.0	22.0	3.0	38.0	22.0	9.0	18.0	6.0	19.0	17.0
WBGene00019010	glo-2	13.0	9.0	9.0	14.0	8.0	7.0	6.0	10.0	7.0	5.0	6.0	12.0	15.0	6.0	12.0	9.0	26.0	2.0	13.0	13.0	11.0	7.0	9.0	9.0	13.0
WBGene00019011	F57C9.4	20.0	10.0	0.2	5.0	7.0	5.0	8.0	11.0	12.0	4.0	5.0	59.0	23.0	13.0	23.0	11.0	16.0	5.0	13.0	12.0	16.0	17.0	26.0	12.0	15.0
WBGene00019012	F57C9.6	5.0	1.0	27.0	4.0	2.0	1.0	5.0	4.0	2.0	0.7	2.0	0.3	0.8	6.0	0.8	1.0	2.0	0.5	5.0	2.0	3.0	0.7	1.0	5.0	2.0
WBGene00019013	tofu-4	3.0	9.0		3.0	1.0	1.0	2.0	3.0	6.0	3.0	3.0	19.0	12.0	8.0	2.0	10.0	9.0	0.7	3.0	0.8	2.0	1.0	10.0	7.0	8.0
WBGene00019014	F57C12.2	34.0	0.1		0.2	8.0		13.0	8.0	8.0	6.0	28.0	0.1	2.0	7.0	24.0		11.0	0.1	26.0	3.0	0.3	6.0	3.0	10.0	0.6
WBGene00019015	F57F4.1		0.2							3.0	3.0	36.0	3.0	2.0	0.2			0.8		0.2		1.0	0.1	8.0	0.2	0.9
WBGene00019016	F57F4.2	0.1	0.2		0.2	0.6		0.1	2064.0		0.1	1.0		0.1	1910.0	0.2	0.6	1.0	0.3	0.5		2.0			2217.0	2.0
WBGene00019017	F57F4.4	72.0	3.0	4.0	17.0	116.0	26.0	168.0	47.0	183.0	28.0	55.0	3.0	85.0	60.0	14.0	0.8	26.0	0.1	112.0	4.0	0.3	2.0	53.0	86.0	3.0
WBGene00019018	abts-3	28.0	0.3	55.0	94.0	83.0	76.0	26.0	54.0	16.0	4.0	12.0		3.0	40.0	7.0	2.0	9.0	0.1	37.0	6.0	0.3	2.0	4.0	43.0	2.0
WBGene00019019	frpr-10	0.5			0.5	2.0	0.4	0.9	5.0	0.7	0.4	10.0		0.1	5.0			0.1		2.0	0.2		0.5	0.2	3.0	
WBGene00019020	F57H12.5	0.9	0.2		12.0	5.0	2.0	0.7	2.0	6.0	2.0	65.0	0.1	2.0	3.0	0.9	1.0	0.3	0.1	3.0	0.2	0.2	0.8	1.0	2.0	0.5
WBGene00019021	F57H12.6	0.8	0.1	0.2		1.0	1.0	21.0	63.0	263.0	36.0	42.0		0.8	31.0	2.0		0.7	0.4	0.8	0.1	0.1	0.5	5.0	55.0	
WBGene00019022	F58A6.1	37.0	0.4		1.0	12.0		23.0	14.0	30.0	10.0	23.0		6.0	18.0	62.0		97.0	24.0	54.0	3.0	24.0	35.0	8.0	18.0	3.0
WBGene00019023	F58A6.2	0.5			6.0	9.0		2.0	4.0	1.0	0.4	2.0		0.1	5.0	0.2		0.6	0.2	2.0	2.0	0.2	0.3	0.3	4.0	0.2
WBGene00019024	F58A6.5	0.1				0.1	0.1	0.3	0.3	3.0	4.0	83.0	1.0	2.0				0.4	1.0	0.2		4.0	0.1	9.0		0.5
WBGene00019025	srb-16	1.0			2.0	5.0	0.8	2.0	2.0	1.0	0.6	7.0		0.1	1.0	2.0		1.0	0.1	6.0	1.0	0.1	1.0	1.0	1.0	0.1
WBGene00019026	F58A6.9									4.0	45.0	133.0	54.0	10.0										28.0		
WBGene00019027	srb-12					0.2		0.1				0.3						0.2		0.1					0.1	
WBGene00019028	srb-13					0.2		0.4				3.0						0.1	0.2	0.6						
WBGene00019029	F58B6.1	0.1			1.0	0.7	1.0	1.0	0.6	2.0	1.0	5.0		3.0	0.1	3.0	0.7	3.0	2.0	0.3	3.0	3.0	2.0	1.0	0.4	0.8
WBGene00019030	exc-6	60.0	1.0	0.5	0.7	4.0	7.0	7.0	2.0	6.0	4.0	2.0	0.1	2.0	1.0	21.0	12.0	19.0	0.5	34.0	80.0	2.0	6.0	2.0	0.4	7.0
WBGene00019032	srsx-17	1.0			6.0	3.0		1.0	2.0	0.5	0.2	4.0			2.0	0.1		0.4	0.4	1.0	1.0	0.3	0.3		0.7	0.2
WBGene00019034	fbxb-25	0.1										0.1		0.3		0.3	0.1	3.0	8.0	0.4	0.1	20.0	3.0			6.0
WBGene00019035	fbxb-26	2.0				0.1		0.1			0.1		0.1	2.0		3.0	30.0	12.0	30.0	2.0	2.0	87.0	11.0	0.1		22.0
WBGene00019036	irld-36			0.1		0.6		0.1				0.5		0.2					0.1	0.4		0.3	0.2			0.2
WBGene00019037	fbxb-17	0.7	2.0											5.0		1.0	0.4	15.0	6.0	2.0	2.0	62.0	2.0	0.1		35.0
WBGene00019038	irld-37			0.2								0.2		0.2						0.4	1.0					
WBGene00019039	fbxb-18	2.0												0.9		6.0	2.0	13.0	19.0	2.0	2.0	48.0	12.0	0.1		12.0
WBGene00019040	fbxb-19	3.0												0.5		7.0	0.9	10.0	10.0	3.0	3.0	25.0	9.0			8.0
WBGene00019041	fbxc-22								0.2		0.1			1.0		0.1	0.1	5.0	5.0	0.3	0.1	31.0	2.0			7.0
WBGene00019042	fbxc-21					0.1		0.1				0.1		2.0		0.1	3.0	12.0	8.0	0.6	0.2	43.0	2.0	0.1		15.0
WBGene00019043	fbxc-26		1.0				0.1						0.3	1.0		0.1	1.0	8.0	26.0	0.2	0.2	57.0	2.0			13.0
WBGene00019044	F58E1.13		0.6								0.1		2.0	2.0			6.0	0.8	0.5	0.5	1.0	4.0	0.1	1.0		5.0
WBGene00019045	fbxb-47		0.2					0.1						1.0		0.1		4.0	4.0	0.5	0.1	36.0	0.9			7.0
WBGene00019046	F58E2.2											3.0		1.0	0.5										0.2	
WBGene00019047	F58E2.3	1.0		0.1	2.0	7.0	1.0	2.0	6.0	2.0	0.8	11.0	0.7	0.5	4.0	0.6	1.0	0.2	0.1	1.0	0.1	0.1	0.3	0.8	4.0	0.1
WBGene00019048	F58E2.4	5.0		0.3	0.5	6.0	2.0	4.0	4.0	5.0	0.9	1.0	0.2	0.3	4.0	3.0	0.6	0.3	0.1	4.0	0.1		1.0	1.0	5.0	0.2
WBGene00019049	F58E2.5	6.0				0.1										2.0	4.0	1.0		2.0	2.0	0.2	0.9			0.1
WBGene00019050	srz-88					0.1						0.1													0.2	
WBGene00019051	srz-23					0.4		0.1	0.1			0.3			0.2			0.1	0.3			0.1	0.1			
WBGene00019052	WBGene00019052	2.0				0.1		0.4								0.1		0.6	0.2	0.9	0.3					
WBGene00019053	F58F6.5					0.1		0.8	0.2	0.2		0.3			1.0				0.1						0.2	
WBGene00019054	F58F6.6					0.3		0.4	3.0		0.1	1.0			2.0					0.2	0.1	0.6			0.4	
WBGene00019055	F58F9.1	1.0	0.1	2.0	30.0	23.0	9.0	6.0	5.0	3.0	3.0	28.0		2.0	8.0	2.0	2.0	2.0	0.9	3.0	2.0	1.0	0.9	1.0	9.0	1.0
WBGene00019057	F58F9.3	25.0			0.1	5.0	0.1	11.0	8.0	17.0	4.0	13.0	0.6	2.0	8.0	25.0	0.1	6.0	1.0	10.0	1.0	0.8	9.0	6.0	9.0	0.3
WBGene00019058	F58F9.4	0.4				6.0	0.1	5.0	0.6	9.0	2.0	4.0	0.1	0.6	0.1			0.4	0.1	2.0	0.9			4.0	1.0	
WBGene00019059	F58F9.6											9.0							0.2			0.3	0.1			
WBGene00019060	acox-3	65.0	2.0	0.1	1.0	9.0	2.0	40.0	54.0	43.0	11.0	13.0	1.0	15.0	18.0	74.0	9.0	65.0	7.0	79.0	6.0	22.0	53.0	9.0	26.0	12.0
WBGene00019061	F58F12.1	435.0	151.0	433.0	439.0	451.0	601.0	733.0	318.0	590.0	259.0	154.0	388.0	404.0	487.0	322.0	548.0	363.0	1217.0	337.0	334.0	981.0	281.0	361.0	472.0	912.0
WBGene00019062	F58F12.2									2.0	7.0	337.0		2.0				0.1			0.1			7.0		0.1
WBGene00019063	F58F12.3	0.1	0.2			0.1		0.2		1.0	0.9	10.0	1.0	0.7					0.1	0.5	0.9		0.1	4.0		
WBGene00019064	myo-5	27.0	0.1	14.0	15.0	20.0	5.0	17.0	47.0	13.0	2.0	3.0	3.0	4.0	55.0	0.8	0.8	20.0		81.0	17.0	0.2	0.6	4.0	25.0	0.9
WBGene00019065	F58G4.3																		0.1		0.1					
WBGene00019066	sdz-23																	0.7		0.1		3.0		0.1		6.0
WBGene00019067	F58H7.1	3.0		0.3	13.0	5.0	2.0	4.0	3.0	1.0	0.6	0.6		0.2	3.0	0.2	1.0	2.0		10.0	2.0	0.1	0.1	0.3	2.0	0.4
WBGene00019068	faah-3	0.5	0.7		2.0	7.0	2.0	5.0	5.0	15.0	4.0	50.0	0.7	13.0	7.0			0.3	0.1	2.0	0.1	0.4	0.2	10.0	9.0	
WBGene00019069	lgc-30	1.0	0.1	6.0	28.0	13.0	31.0	4.0	9.0	1.0	0.7	10.0		0.4	4.0			2.0	0.1	5.0	1.0			0.7	5.0	0.7
WBGene00019070	F58H7.5	0.1	0.3		1.0	0.2	39.0	0.9	2.0	2.0	0.9	6.0	0.7	4.0	2.0		0.8	2.0	0.1	2.0	1.0	0.7	0.4	0.8	3.0	0.5
WBGene00019072	fbxc-8		0.1		0.4	0.2		0.4	0.2	0.2	0.8	6.0		0.2	0.4			0.3	0.2	0.2		1.0	0.3	0.2	0.1	0.9
WBGene00019074	cpd-1	44.0	6.0	0.8	2.0	13.0	2.0	22.0	12.0	33.0	4.0	10.0	3.0	8.0	13.0	43.0	2.0	21.0	0.9	30.0	27.0	7.0	32.0	7.0	17.0	6.0
WBGene00019075	F59A3.2	9.0	8.0	1.0	6.0	5.0	6.0	8.0	11.0	10.0	3.0	2.0	43.0	15.0	15.0	10.0	10.0	5.0	0.9	7.0	4.0	4.0	9.0	17.0	16.0	6.0
WBGene00019076	mrpl-24	60.0	12.0	9.0	8.0	9.0	16.0	48.0	32.0	49.0	18.0	31.0	73.0	30.0	31.0	87.0	10.0	35.0	26.0	43.0	40.0	30.0	58.0	45.0	38.0	20.0
WBGene00019077	zipt-11	76.0	56.0	42.0	21.0	26.0	30.0	27.0	22.0	32.0	10.0	13.0	79.0	69.0	24.0	78.0	257.0	64.0	40.0	52.0	36.0	58.0	82.0	43.0	25.0	94.0
WBGene00019079	rpa-4	7.0	0.3	0.6	4.0	6.0	1.0	7.0	9.0	6.0	0.9	2.0	8.0	3.0	15.0	7.0	14.0	0.7	0.2	4.0	4.0	1.0	4.0	4.0	18.0	0.7
WBGene00019080	F59A3.7	3.0		0.1	0.2	1.0		0.9	0.1	0.9	0.5	34.0	0.1		0.5	4.0		0.9	0.4	3.0	0.3	0.8	2.0	0.6	2.0	0.4
WBGene00019081	F59A3.8	0.3	0.2		0.5	6.0	0.1	1.0		2.0	2.0	9.0	0.7	2.0	0.1	0.6	1.0	0.1		0.3	1.0	0.3	0.4	3.0	0.1	0.2
WBGene00019082	pup-3	8.0	8.0		2.0	3.0	0.7	1.0	2.0	0.6	0.8	2.0	7.0	6.0	1.0	12.0	3.0	15.0	3.0	6.0	2.0	15.0	10.0	3.0	1.0	20.0
WBGene00019083	F59A3.10			12.0	10.0	18.0	15.0		0.1								0.4		0.1	0.2	0.2					
WBGene00019084	F59A6.2				0.5	0.5	0.5		0.8	3.0	3.0	37.0		26.0	0.4			0.5	0.3	0.1	0.1	0.4	0.2	4.0	0.4	
WBGene00019085	F59A6.3					0.1						3.0						0.3	0.1	0.3	0.1					
WBGene00019086	F59A6.4		0.4						0.1	3.0	2.0	17.0	0.7	3.0					0.3	0.1	0.1	0.3	0.2	3.0		0.1
WBGene00019087	F59A6.5	11.0	21.0		3.0	3.0	2.0	7.0	3.0	7.0	3.0	4.0	88.0	58.0	4.0	47.0	7.0	55.0	5.0	9.0	12.0	26.0	56.0	31.0	4.0	17.0
