# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-2596
# Selected columns: 7 (all)
# Timestamp: Fri, 24-Aug-2018 23:13:49
Gene ID	Gene Name	adipose tissue	duodenum	hypothalamus	kidney	liver	lung	muscle tissue
ENSBTAG00000014930	MYLK2	0.7	589.0	0.1			0.2	
ENSBTAG00000014931	MLF2	97.0	69.0	72.0	129.0	246.0	115.0	47.0
ENSBTAG00000014932	ARSE	2.0	0.3	3.0	0.8	0.8	3.0	0.2
ENSBTAG00000014933	TRAK2	19.0	6.0	89.0	13.0	5.0	21.0	8.0
ENSBTAG00000014934	DCAF10	6.0	4.0	10.0	5.0	2.0	5.0	5.0
ENSBTAG00000014936	MCART1	20.0	5.0	18.0	11.0	9.0	19.0	13.0
ENSBTAG00000014938	PTPN20	0.2		0.9			0.1	0.1
ENSBTAG00000014940	KCNAB3	0.4		12.0	0.6	0.1	0.4	
ENSBTAG00000014943	KDM5C	35.0	14.0	19.0	33.0	12.0	88.0	17.0
ENSBTAG00000014944	TBXA2R	15.0	0.3	1.0	1.0	8.0	17.0	1.0
ENSBTAG00000014945	IQSEC2	4.0	0.5	5.0	2.0	0.6	12.0	1.0
ENSBTAG00000014947	PTPN13	5.0	0.7	9.0	15.0	0.1	9.0	2.0
ENSBTAG00000014948	NUTM1	0.1						
ENSBTAG00000014949	SP9	0.1						
ENSBTAG00000014953	ENSBTAG00000014953	5.0		0.1	0.6	5.0	29.0	0.9
ENSBTAG00000014955	AMH	0.3	0.2	0.3	2.0	0.4	3.0	0.1
ENSBTAG00000014956	JSRP1	0.7	243.0		0.2		0.1	
ENSBTAG00000014958	PRKAR2B	37.0	2.0	31.0	16.0	6.0	59.0	7.0
ENSBTAG00000014960	SCHIP1	9.0	158.0	84.0	12.0	2.0	30.0	1.0
ENSBTAG00000014964	GALK1	14.0	5.0	2.0	96.0	34.0	51.0	16.0
ENSBTAG00000014966	PLXNB2	42.0	8.0	14.0	111.0	34.0	133.0	34.0
ENSBTAG00000014967	PAX7		1.0	0.1				
ENSBTAG00000014968	YJEFN3	1.0	0.7	2.0	0.3	0.1	2.0	0.1
ENSBTAG00000014969	CILP2	0.1	0.5	0.1			1.0	0.1
ENSBTAG00000014970	LAMTOR5	122.0	80.0	169.0	203.0	80.0	101.0	75.0
ENSBTAG00000014971	SEC61G	208.0	75.0	91.0	193.0	233.0	125.0	268.0
ENSBTAG00000014972	PTGER4	33.0	4.0	6.0	8.0	3.0	28.0	62.0
ENSBTAG00000014974	GRAMD2B	29.0	5.0	50.0	24.0	14.0	52.0	14.0
ENSBTAG00000014975	SLC4A3	2.0	0.5	13.0	4.0	0.1	4.0	0.4
ENSBTAG00000014977	ALX1			0.1	2.0		0.2	
ENSBTAG00000014979	MFSD12	29.0	2.0	8.0	46.0	2.0	52.0	13.0
ENSBTAG00000014981	OTUB2	2.0	0.6	1.0	2.0	0.7	2.0	2.0
ENSBTAG00000014982	C19orf71	6.0	0.5	1.0	17.0	1.0	18.0	0.5
ENSBTAG00000014983	IL23R	0.4		0.1	0.2	0.3	0.1	0.4
ENSBTAG00000014984	RPRD2	14.0	10.0	11.0	7.0	4.0	25.0	9.0
ENSBTAG00000014988	ENSBTAG00000014988	0.1		0.2				0.1
ENSBTAG00000014990	SLC18A3			2.0				
ENSBTAG00000014991	PARD3	21.0	57.0	23.0	16.0	16.0	37.0	17.0
ENSBTAG00000014992	GPR37L1	0.3	0.2	34.0	1.0	0.6	1.0	2.0
ENSBTAG00000014995	THAP8	8.0	3.0	7.0	5.0	1.0	9.0	0.8
ENSBTAG00000014996	WDR62	4.0	2.0	1.0	2.0	0.6	7.0	2.0
ENSBTAG00000015000	VCP	252.0	275.0	149.0	178.0	90.0	268.0	135.0
ENSBTAG00000015001	OVOL3	0.1			0.3	0.2	0.2	
ENSBTAG00000015002	POLR2I	69.0	99.0	40.0	116.0	39.0	98.0	66.0
ENSBTAG00000015004	TBCB	76.0	43.0	76.0	85.0	22.0	94.0	40.0
ENSBTAG00000015005	FANCG	30.0	5.0	16.0	18.0	17.0	54.0	10.0
ENSBTAG00000015006	MRPL11	52.0	38.0	32.0	100.0	64.0	50.0	71.0
ENSBTAG00000015007	ENSBTAG00000015007	15.0	8.0	27.0	8.0	4.0	23.0	20.0
ENSBTAG00000015008	CPA3	19.0	0.9	0.2	0.2		4.0	11.0
ENSBTAG00000015009	LAMTOR4	102.0	47.0	41.0	284.0	69.0	179.0	102.0
ENSBTAG00000015010	TBC1D23	42.0	17.0	43.0	16.0	13.0	30.0	22.0
ENSBTAG00000015011	C7orf43	8.0	3.0	10.0	10.0	6.0	19.0	4.0
ENSBTAG00000015012	PTRHD1	19.0	4.0	13.0	14.0	10.0	17.0	29.0
ENSBTAG00000015013	C2CD2L	13.0	3.0	14.0	16.0	5.0	39.0	6.0
ENSBTAG00000015014	CENPO	8.0	0.6	7.0	2.0	2.0	8.0	6.0
ENSBTAG00000015015	HINFP	12.0	4.0	13.0	14.0	6.0	26.0	8.0
ENSBTAG00000015016	CALCOCO1	108.0	52.0	41.0	44.0	22.0	175.0	12.0
ENSBTAG00000015017	GAL3ST4	4.0	0.3	5.0	0.9	0.3	4.0	0.7
ENSBTAG00000015018	FSD2	4.0	60.0	5.0	1.0	3.0	3.0	0.6
ENSBTAG00000015019	STN1	27.0	5.0	9.0	122.0	15.0	21.0	20.0
ENSBTAG00000015022	KIF2A	32.0	17.0	97.0	9.0	4.0	15.0	14.0
ENSBTAG00000015023	TRAPPC6B	27.0	13.0	39.0	19.0	17.0	19.0	6.0
ENSBTAG00000015024	GXYLT1	11.0	2.0	8.0	3.0	1.0	4.0	8.0
ENSBTAG00000015025	YAF2	14.0	5.0	19.0	6.0	25.0	9.0	4.0
ENSBTAG00000015026	ABL2	7.0	1.0	4.0	1.0	0.4	3.0	2.0
ENSBTAG00000015027	ENSBTAG00000015027	0.4		0.4	0.2	0.8	2.0	1.0
ENSBTAG00000015032	CD14	86.0	3.0	9.0	7.0	119.0	90.0	11.0
ENSBTAG00000015034	IK	104.0	51.0	87.0	79.0	48.0	130.0	50.0
ENSBTAG00000015036	RAD51C	13.0	3.0	6.0	3.0	3.0	8.0	5.0
ENSBTAG00000015037	GAREM2	0.4	2.0	3.0	0.1	0.3	1.0	2.0
ENSBTAG00000015038	HADHA	211.0	115.0	77.0	187.0	73.0	92.0	147.0
ENSBTAG00000015040	ENSBTAG00000015040	0.5	0.1	0.3	3.0	0.2	0.9	
ENSBTAG00000015041	NDUFA2	149.0	129.0	103.0	183.0	115.0	87.0	137.0
ENSBTAG00000015042	WDR55	50.0	22.0	22.0	66.0	31.0	75.0	34.0
ENSBTAG00000015043	MFNG	93.0	7.0	7.0	12.0	6.0	97.0	11.0
ENSBTAG00000015044	CARD10	12.0	2.0	1.0	30.0	6.0	37.0	2.0
ENSBTAG00000015045	PRSS21			0.1	0.1			
ENSBTAG00000015046	MST1R	4.0	0.1	0.1	1.0	1.0	2.0	9.0
ENSBTAG00000015047	ENSBTAG00000015047	0.2			0.5	359.0		540.0
ENSBTAG00000015049	ECSIT	24.0	147.0	10.0	53.0	11.0	31.0	22.0
ENSBTAG00000015050	HCN2	9.0	6.0	88.0	10.0	2.0	10.0	0.5
ENSBTAG00000015051	POLRMT	8.0	5.0	3.0	13.0	3.0	22.0	4.0
ENSBTAG00000015052	PROX2	1.0	0.4	1.0	0.5	4.0	0.6	0.3
ENSBTAG00000015053	CFL2	157.0	337.0	194.0	23.0	24.0	41.0	9.0
ENSBTAG00000015056	RBP2				239.0	2.0	3.0	574.0
ENSBTAG00000015058	CDH4	1.0	1.0	2.0	2.0		0.3	0.1
ENSBTAG00000015059	MMP13	0.1						0.1
ENSBTAG00000015060	GBP5	11.0	0.4	1.0	1.0	2.0	10.0	8.0
ENSBTAG00000015061	ENSBTAG00000015061	0.3			0.1	0.2	0.7	
ENSBTAG00000015065	TMPRSS7					2.0		
ENSBTAG00000015066	LANCL1	39.0	20.0	343.0	17.0	15.0	25.0	26.0
ENSBTAG00000015067	NHLH2			2.0				
ENSBTAG00000015069	PCNP	87.0	45.0	137.0	52.0	86.0	80.0	40.0
ENSBTAG00000015072	FZD8	11.0	3.0	0.5	23.0	0.3	17.0	2.0
ENSBTAG00000015073	ISPD	9.0	7.0	23.0	4.0	0.7	3.0	1.0
ENSBTAG00000015074	PTGDS	143.0	11.0	662.0	177.0	29.0	237.0	31.0
ENSBTAG00000015075	HSCB	13.0	5.0	14.0	19.0	11.0	9.0	13.0
ENSBTAG00000015076	LATS1	10.0	2.0	12.0	4.0	4.0	4.0	7.0
ENSBTAG00000015077	ENSBTAG00000015077	14.0	4.0	11.0	8.0	3.0	21.0	14.0
ENSBTAG00000015080	PHACTR3	2.0	0.3	34.0	0.2	0.1	2.0	0.2
ENSBTAG00000015083	FBXO9	59.0	20.0	60.0	48.0	118.0	83.0	24.0
ENSBTAG00000015085	CLIC3	2.0	0.7	1.0	4.0	1.0	11.0	1.0
ENSBTAG00000015086	HSD11B1	2.0	0.5	5.0	3.0	983.0	7.0	0.4
ENSBTAG00000015087	KLHL35	0.6		0.6	3.0		0.6	0.4
ENSBTAG00000015089	LGALS1	1972.0	418.0	533.0	95.0	51.0	477.0	72.0
ENSBTAG00000015090	SGTA	40.0	39.0	51.0	61.0	25.0	79.0	30.0
ENSBTAG00000015091	ENSBTAG00000015091			0.7				9.0
ENSBTAG00000015092	NOL12	6.0	2.0	3.0	15.0	5.0	21.0	6.0
ENSBTAG00000015093	ADAMTS13			0.2	0.2	5.0	20.0	0.4
ENSBTAG00000015094	VNN1	62.0	10.0	7.0	55.0	32.0	16.0	21.0
ENSBTAG00000015095	TTC6	0.1		0.8		0.2	1.0	0.3
ENSBTAG00000015097	CACFD1	10.0	4.0	5.0	63.0	4.0	32.0	22.0
ENSBTAG00000015098	RABEPK	18.0	5.0	12.0	12.0	7.0	15.0	9.0
ENSBTAG00000015099	RPL26L1	44.0	8.0	33.0	35.0	23.0	52.0	26.0
ENSBTAG00000015100	ATP6V0E1	193.0	23.0	36.0	217.0	127.0	205.0	130.0
ENSBTAG00000015101	HMGB2	74.0	7.0	21.0	23.0	28.0	74.0	88.0
ENSBTAG00000015103	IQCC	6.0	0.9	10.0	8.0	2.0	6.0	2.0
ENSBTAG00000015104	CCDC28B	17.0	7.0	14.0	31.0	9.0	31.0	11.0
ENSBTAG00000015105	HERPUD2	76.0	9.0	17.0	16.0	34.0	59.0	8.0
ENSBTAG00000015106	DSP	1.0	0.5	0.8	19.0	8.0	65.0	58.0
ENSBTAG00000015107	SLC16A1	81.0	20.0	41.0	22.0	13.0	7.0	19.0
ENSBTAG00000015108	USHBP1	13.0	2.0	1.0	6.0	2.0	45.0	1.0
ENSBTAG00000015109	TOB2	32.0	35.0	19.0	105.0	38.0	106.0	18.0
ENSBTAG00000015112	PSMD6	72.0	50.0	55.0	86.0	47.0	90.0	41.0
ENSBTAG00000015113	CITED4	2.0	0.8	2.0	58.0	6.0	22.0	6.0
ENSBTAG00000015114	CALR	415.0	85.0	302.0	896.0	549.0	817.0	738.0
ENSBTAG00000015115	ACP4	3.0	4.0	0.6	3.0	2.0	5.0	1.0
ENSBTAG00000015116	RAD23A	43.0	157.0	30.0	51.0	28.0	80.0	23.0
ENSBTAG00000015117	GADD45GIP1	10.0	33.0	5.0	63.0	20.0	35.0	19.0
ENSBTAG00000015118	PNPLA1	0.3			0.4		0.2	0.1
ENSBTAG00000015119	SIK3	31.0	21.0	52.0	30.0	8.0	49.0	9.0
ENSBTAG00000015124	ARGLU1	135.0	26.0	97.0	94.0	32.0	243.0	21.0
ENSBTAG00000015125	KLK5			2.0		0.1		
ENSBTAG00000015126	TNIP2	8.0	2.0	0.9	9.0	2.0	28.0	3.0
ENSBTAG00000015127	SDC4	66.0	24.0	25.0	102.0	115.0	132.0	37.0
ENSBTAG00000015128	KLK8	0.3		0.2			0.2	
ENSBTAG00000015129	KLK10	3.0	0.4	0.1	2.0	0.4	2.0	0.2
ENSBTAG00000015130	HDGFL1			0.3	0.1			
ENSBTAG00000015131	SLC29A1	285.0	79.0	12.0	55.0	324.0	613.0	27.0
ENSBTAG00000015132	RXFP2	0.2	0.5	0.2			0.1	
ENSBTAG00000015133	CCR7	25.0	0.1		0.3	0.5	6.0	3.0
ENSBTAG00000015136	AARSD1	19.0	28.0	16.0	30.0	11.0	31.0	15.0
ENSBTAG00000015137	OR9A4		0.1					
ENSBTAG00000015138	MGA	11.0	5.0	13.0	3.0	3.0	4.0	6.0
ENSBTAG00000015139	ENSBTAG00000015139			0.2			0.3	
ENSBTAG00000015140	RUNDC1	4.0	4.0	5.0	10.0	2.0	20.0	4.0
ENSBTAG00000015142	MAPKBP1	7.0	0.9	8.0	3.0	2.0	18.0	2.0
ENSBTAG00000015143	ENSBTAG00000015143				0.1			
ENSBTAG00000015144	GMIP	23.0	0.6	5.0	3.0	4.0	68.0	9.0
ENSBTAG00000015145	S100A11	1173.0	28.0	61.0	159.0	66.0	541.0	60.0
ENSBTAG00000015146	TOX4	31.0	23.0	30.0	25.0	15.0	49.0	20.0
ENSBTAG00000015147	S100A10	1751.0	47.0	131.0	200.0	113.0	432.0	277.0
ENSBTAG00000015148	METTL3	25.0	5.0	15.0	17.0	13.0	40.0	11.0
ENSBTAG00000015149	ENSBTAG00000015149	2.0		0.9	0.4	0.6	0.9	0.5
ENSBTAG00000015150	IL12A	0.4		0.9			0.2	0.3
ENSBTAG00000015151	FOXN2	24.0	7.0	20.0	2.0	2.0	11.0	10.0
ENSBTAG00000015154	MCL1	214.0	42.0	46.0	213.0	120.0	341.0	97.0
ENSBTAG00000015155	HACD3	15.0	2.0	116.0	29.0	106.0	17.0	44.0
ENSBTAG00000015156	NDUFB1	225.0	153.0	150.0	220.0	82.0	77.0	190.0
ENSBTAG00000015157	GRAP2	9.0	0.1	0.2	0.7	0.1	8.0	2.0
ENSBTAG00000015158	INTS14	8.0	3.0	8.0	5.0	5.0	10.0	5.0
ENSBTAG00000015160	PLD4	12.0	0.7	5.0	4.0	2.0	18.0	5.0
ENSBTAG00000015163	TM4SF1	66.0	12.0	10.0	89.0	15.0	180.0	31.0
ENSBTAG00000015164	SLC27A5	0.9	0.1	1.0	239.0	139.0	13.0	82.0
ENSBTAG00000015165	DPY19L3	7.0	0.8	10.0	3.0	2.0	1.0	8.0
ENSBTAG00000015166	PNLDC1	2.0	0.4	1.0	0.9	1.0	1.0	0.9
ENSBTAG00000015169	UBXN4	93.0	57.0	91.0	62.0	74.0	67.0	54.0
ENSBTAG00000015170	LCT	0.2		0.1			0.1	79.0
ENSBTAG00000015171	CDK20	17.0	1.0	8.0	25.0	8.0	46.0	8.0
ENSBTAG00000015172	MCM6	30.0	4.0	11.0	7.0	2.0	24.0	28.0
ENSBTAG00000015175	ENSBTAG00000015175			0.4				0.1
ENSBTAG00000015176	ENSBTAG00000015176	7.0	7.0	4.0	33.0	47.0	3.0	7.0
ENSBTAG00000015177	PRSS23	206.0	78.0	5.0	138.0	20.0	271.0	19.0
ENSBTAG00000015178	ECI2	38.0	40.0	15.0	136.0	158.0	9.0	35.0
ENSBTAG00000015180	ENSBTAG00000015180			0.1				
ENSBTAG00000015181	EPM2A	3.0	48.0	6.0	2.0	3.0	3.0	0.9
ENSBTAG00000015182	STARD10	1.0	2.0	10.0	78.0	152.0	4.0	87.0
ENSBTAG00000015183	TPCN2	16.0	0.9	4.0	20.0	4.0	36.0	4.0
ENSBTAG00000015184	SYDE1	10.0	2.0	2.0	9.0	2.0	28.0	1.0
ENSBTAG00000015185	MRGPRF	10.0	3.0	0.1	7.0	0.3	21.0	1.0
ENSBTAG00000015186	ILVBL	14.0	5.0	9.0	50.0	23.0	25.0	63.0
ENSBTAG00000015187	DDX41	62.0	12.0	35.0	56.0	25.0	86.0	17.0
ENSBTAG00000015188	KLF6	143.0	26.0	9.0	53.0	11.0	253.0	24.0
ENSBTAG00000015190	C24H18orf8	19.0	9.0	15.0	15.0	13.0	30.0	11.0
ENSBTAG00000015191	ABCC6	0.1		0.3	26.0	82.0	2.0	4.0
ENSBTAG00000015192	FAM193B	14.0	1.0	10.0	14.0	16.0	33.0	3.0
ENSBTAG00000015193	BOLA3	58.0	21.0	48.0	85.0	78.0	11.0	29.0
ENSBTAG00000015194	CBLN1			20.0				0.9
ENSBTAG00000015195	NPC1	41.0	3.0	83.0	20.0	16.0	167.0	7.0
ENSBTAG00000015196	PHF6	10.0	2.0	10.0	5.0	2.0	6.0	6.0
ENSBTAG00000015197	KLHDC8A	0.2	0.1	5.0		0.1	0.1	0.5
ENSBTAG00000015198	DZIP1L	2.0	0.2	1.0	9.0	3.0	17.0	1.0
ENSBTAG00000015200	L2HGDH	5.0	7.0	7.0	9.0	8.0	2.0	3.0
ENSBTAG00000015202	ATP5S	22.0	13.0	31.0	30.0	14.0	8.0	4.0
ENSBTAG00000015204	SMPX	1.0	389.0	5.0			0.3	0.6
ENSBTAG00000015205	NCK2	15.0	15.0	11.0	31.0	18.0	54.0	26.0
ENSBTAG00000015208	CARMIL3	0.2		2.0	15.0	2.0	0.5	0.2
ENSBTAG00000015209	MXD4	29.0	12.0	4.0	60.0	9.0	130.0	15.0
ENSBTAG00000015210	ENSBTAG00000015210	0.1	0.1	0.1				
ENSBTAG00000015212	IFNAR2	27.0	1.0	10.0	6.0	23.0	30.0	10.0
ENSBTAG00000015214	CA3	9.0	2794.0	1050.0	4.0	908.0	2378.0	16.0
ENSBTAG00000015217	DLX1			0.3				
ENSBTAG00000015218	ENSBTAG00000015218	0.1		0.2		0.4		
ENSBTAG00000015220	AGO4	15.0	15.0	11.0	5.0	2.0	27.0	13.0
ENSBTAG00000015221	PCCB	87.0	16.0	31.0	197.0	105.0	28.0	83.0
ENSBTAG00000015222	RSRP1	41.0	2.0	42.0	31.0	66.0	59.0	10.0
ENSBTAG00000015224	TCOF1	10.0	6.0	6.0	9.0	6.0	29.0	7.0
ENSBTAG00000015225	NUP58	18.0	10.0	16.0	12.0	11.0	23.0	11.0
ENSBTAG00000015226	BRSK1	0.3	0.2	59.0	3.0	0.3	4.0	0.1
ENSBTAG00000015228	CD74	1688.0	238.0	390.0	671.0	293.0	5650.0	2424.0
ENSBTAG00000015230	PLA2G12A	24.0	22.0	29.0	10.0	44.0	20.0	15.0
ENSBTAG00000015232	RAPGEFL1	0.4		5.0	0.7	1.0	17.0	9.0
ENSBTAG00000015235	HMCN1	1.0	0.2	1.0	0.6	0.2	9.0	1.0
ENSBTAG00000015238	DSC3	0.3		1.0			0.1	0.1
ENSBTAG00000015240	UBR4	30.0	28.0	20.0	22.0	12.0	53.0	15.0
ENSBTAG00000015241	EPHX2	46.0	1.0	53.0	120.0	242.0	51.0	69.0
ENSBTAG00000015242	SLC18B1	16.0	3.0	18.0	7.0	11.0	13.0	5.0
ENSBTAG00000015244	ENSBTAG00000015244	0.1	0.1	0.3	0.2	2.0	0.4	
ENSBTAG00000015246	TAS1R2	0.1		0.2	0.2	0.1	0.1	
ENSBTAG00000015248	PLA2G16	140.0	39.0	57.0	85.0	41.0	102.0	317.0
ENSBTAG00000015249	B4GALT1	89.0	9.0	4.0	28.0	39.0	77.0	34.0
ENSBTAG00000015251	ALG13	5.0	0.4	23.0	4.0	4.0	4.0	0.5
ENSBTAG00000015252	CHRNA9					0.1		0.2
ENSBTAG00000015253	COX19	48.0	3.0	14.0	33.0	11.0	47.0	10.0
ENSBTAG00000015254	GLB1	34.0	4.0	7.0	28.0	12.0	42.0	19.0
ENSBTAG00000015255	ST6GALNAC2	54.0	22.0	7.0	12.0	4.0	81.0	16.0
ENSBTAG00000015258	ENSBTAG00000015258	11.0	39.0	24.0	1.0	0.3	10.0	3.0
ENSBTAG00000015259	NEUROG2	0.3	0.1	0.3	0.1	0.1	0.3	0.2
ENSBTAG00000015260	ENSBTAG00000015260			0.3		0.1	0.8	
ENSBTAG00000015261	CARD14	0.9		0.3	0.4	0.2	1.0	14.0
ENSBTAG00000015263	CPSF7	30.0	8.0	24.0	21.0	13.0	75.0	14.0
ENSBTAG00000015264	ITGAE	9.0	2.0	7.0	4.0	3.0	5.0	9.0
ENSBTAG00000015265	TIGD2	11.0	9.0	10.0	11.0	20.0	10.0	8.0
ENSBTAG00000015266	SDHAF2	55.0	49.0	35.0	54.0	31.0	50.0	37.0
ENSBTAG00000015267	SGSH	23.0	1.0	5.0	15.0	12.0	59.0	7.0
ENSBTAG00000015268	PICK1	7.0	3.0	9.0	21.0	5.0	24.0	7.0
ENSBTAG00000015271	RIPK2	47.0	3.0	22.0	19.0	18.0	37.0	22.0
ENSBTAG00000015272	ENSBTAG00000015272	18.0	7.0	3.0	30.0	6.0	31.0	9.0
ENSBTAG00000015273	CAND2	1.0	85.0	3.0	3.0	0.1	2.0	0.2
ENSBTAG00000015274	PRL	0.5		3.0	0.2		0.1	
ENSBTAG00000015275	SLC16A8				1.0	0.4		0.2
ENSBTAG00000015276	SLC26A11	13.0	2.0	257.0	21.0	11.0	27.0	8.0
ENSBTAG00000015277	PCF11	30.0	8.0	30.0	15.0	32.0	42.0	11.0
ENSBTAG00000015278	ARPC5L	39.0	29.0	33.0	51.0	19.0	52.0	30.0
ENSBTAG00000015280	KIF2C	2.0		0.1	0.2	0.4	2.0	4.0
ENSBTAG00000015283	RPL32	1825.0	589.0	701.0	1522.0	507.0	2172.0	3702.0
ENSBTAG00000015285	RPS8	2081.0	756.0	748.0	1734.0	1001.0	2540.0	4866.0
ENSBTAG00000015286	GOLGA1	13.0	8.0	13.0	7.0	7.0	19.0	6.0
ENSBTAG00000015288	BEST4	0.1	0.1	0.3	0.3	0.1	0.1	2.0
ENSBTAG00000015290	BAIAP2L2	0.5	0.1	0.8	82.0	39.0	3.0	16.0
ENSBTAG00000015291	ORC4	35.0	14.0	44.0	19.0	25.0	26.0	13.0
ENSBTAG00000015293	NXPH3	2.0	0.6	4.0	2.0		3.0	0.8
ENSBTAG00000015294	COX10	6.0	14.0	5.0	11.0	4.0	7.0	11.0
ENSBTAG00000015296	PTPRB	19.0	8.0	12.0	8.0	4.0	73.0	5.0
ENSBTAG00000015297	ENSBTAG00000015297	14.0	0.3	5.0	0.8	5.0	43.0	2.0
ENSBTAG00000015298	TNFRSF13B	0.9				0.2	0.9	3.0
ENSBTAG00000015299	ENSBTAG00000015299						0.1	
ENSBTAG00000015301	MRPS10	77.0	21.0	67.0	35.0	34.0	54.0	31.0
ENSBTAG00000015303	MPP6	4.0	11.0	12.0	2.0	7.0	1.0	2.0
ENSBTAG00000015304	ANXA9	1.0	2.0	37.0	5.0	16.0	5.0	0.5
ENSBTAG00000015307	FBN2	0.3	0.1	0.8			0.6	0.6
ENSBTAG00000015308	SMARCE1	66.0	24.0	32.0	43.0	25.0	85.0	46.0
ENSBTAG00000015309	C15H11orf70	8.0	0.7	6.0	4.0	0.2	5.0	0.4
ENSBTAG00000015310	SLC25A36	114.0	15.0	60.0	17.0	6.0	26.0	14.0
ENSBTAG00000015311	PTPRR	0.7	2.0	8.0	2.0	1.0	9.0	4.0
ENSBTAG00000015312	LTBR	40.0	7.0	6.0	56.0	29.0	105.0	28.0
ENSBTAG00000015313	CEACAM19	0.6		0.1		3.0	0.4	0.1
ENSBTAG00000015314	ASL	34.0	4.0	11.0	302.0	359.0	47.0	25.0
ENSBTAG00000015316	NPM1	268.0	82.0	163.0	148.0	108.0	194.0	411.0
ENSBTAG00000015317	SLC4A10	0.5		28.0	11.0	8.0	1.0	5.0
ENSBTAG00000015318	PVRL2	22.0	9.0	9.0	44.0	25.0	103.0	26.0
ENSBTAG00000015319	C14H8orf76	17.0	3.0	10.0	7.0	10.0	11.0	6.0
ENSBTAG00000015321	TRERF1	4.0	0.2	0.9	1.0	0.7	15.0	2.0
ENSBTAG00000015325	MTOR	16.0	10.0	18.0	9.0	5.0	33.0	9.0
ENSBTAG00000015326	GSDME	1.0	0.2	8.0	3.0	1.0	1.0	3.0
ENSBTAG00000015327	SPTAN1	156.0	18.0	147.0	192.0	19.0	403.0	57.0
ENSBTAG00000015329	MINDY1	28.0	16.0	33.0	22.0	7.0	27.0	14.0
ENSBTAG00000015330	ENSBTAG00000015330	4.0	0.2	0.6	73.0	39.0	34.0	31.0
ENSBTAG00000015333	TAF2	26.0	11.0	33.0	12.0	7.0	29.0	12.0
ENSBTAG00000015334	ZHX1	33.0	8.0	40.0	18.0	50.0	24.0	17.0
ENSBTAG00000015335	ADGRB3	0.2		23.0				0.2
ENSBTAG00000015336	PRUNE1	10.0	8.0	7.0	10.0	13.0	9.0	4.0
ENSBTAG00000015337	TSPAN12	25.0	3.0	8.0	14.0	32.0	49.0	13.0
ENSBTAG00000015338	DSCC1	10.0	1.0	3.0	4.0	5.0	4.0	5.0
ENSBTAG00000015339	ENDOV	13.0	2.0	3.0	13.0	11.0	15.0	4.0
ENSBTAG00000015340	ANGPTL7	0.5	0.8	12.0		0.1	6.0	0.1
ENSBTAG00000015341	DEPTOR	6.0	5.0	16.0	11.0	1.0	5.0	5.0
ENSBTAG00000015343	WDR34	8.0	5.0	2.0	31.0	3.0	51.0	10.0
ENSBTAG00000015345	BNIPL	0.5	0.2	0.5	2.0	2.0	2.0	0.8
ENSBTAG00000015346	NASP	32.0	4.0	24.0	18.0	14.0	38.0	23.0
ENSBTAG00000015347	WNT10B	0.4	0.1	0.9		0.1	0.5	0.2
ENSBTAG00000015348	ZNF189	16.0	4.0	14.0	9.0	11.0	12.0	12.0
ENSBTAG00000015349	C3H1orf56	0.3	0.1	0.3	0.3	0.5	0.1	
ENSBTAG00000015350	PLIN1	771.0	7.0	3.0	2.0	3.0	5.0	0.9
ENSBTAG00000015351	STYK1	2.0		0.5	1.0	0.2	10.0	13.0
ENSBTAG00000015352	MTMR4	17.0	3.0	41.0	43.0	25.0	41.0	15.0
ENSBTAG00000015353	NME8	0.2		0.2		0.1	0.3	0.2
ENSBTAG00000015354	ZDHHC9	24.0	3.0	97.0	75.0	37.0	42.0	53.0
ENSBTAG00000015355	PHKA2	2.0	0.1	5.0	0.5	4.0	3.0	0.3
ENSBTAG00000015356	TAC1			42.0		0.1		29.0
ENSBTAG00000015358	ALDOB	1.0	2.0	11.0	2923.0	1671.0	23.0	674.0
ENSBTAG00000015361	CNTFR	12.0	10.0	20.0	2.0	2.0	71.0	0.6
ENSBTAG00000015362	BMP7	3.0	0.4	12.0	3.0		7.0	7.0
ENSBTAG00000015363	CDC42SE1	74.0	6.0	39.0	43.0	17.0	110.0	25.0
ENSBTAG00000015364	WNT1							0.1
ENSBTAG00000015366	SFRP4	280.0	4.0	3.0	22.0	0.1	29.0	0.4
ENSBTAG00000015368	SEPT4	33.0	10.0	427.0	211.0	14.0	80.0	8.0
ENSBTAG00000015369	MLLT11	12.0	13.0	344.0	12.0	7.0	9.0	3.0
ENSBTAG00000015371	GABPB2	6.0	3.0	5.0	10.0	0.7	6.0	3.0
ENSBTAG00000015373	AADACL3	0.7		1.0	1.0	0.8	2.0	0.3
ENSBTAG00000015374	COL22A1	1.0	0.4	2.0	0.1			
ENSBTAG00000015375	SH2D3C	29.0	4.0	4.0	20.0	8.0	167.0	3.0
ENSBTAG00000015376	FBXW11	32.0	35.0	58.0	19.0	4.0	55.0	14.0
ENSBTAG00000015377	EPHB1	0.7	0.1	14.0	0.5		0.5	0.1
ENSBTAG00000015378	ENSBTAG00000015378			1.0		2.0	7.0	0.3
ENSBTAG00000015379	UBOX5	11.0	9.0	7.0	18.0	6.0	16.0	5.0
ENSBTAG00000015380	SLC16A4	0.7	0.1	2.0	102.0	0.5	1.0	0.9
ENSBTAG00000015381	ARHGAP18	29.0	7.0	10.0	17.0	3.0	12.0	22.0
