# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-3727
# Selected columns: 4 (all)
# Timestamp: Fri, 24-Aug-2018 23:13:02
Gene ID	Gene Name	brain	heart	kidney	skeletal muscle tissue
ENSACAG00000012264	ENSACAG00000012264	31.0	6.0	8.0	3.0
ENSACAG00000012265	PKP2	20.0	75.0	4.0	0.5
ENSACAG00000012266	ENSACAG00000012266	21.0			
ENSACAG00000012267	ENSACAG00000012267	59.0	4.0	0.2	6.0
ENSACAG00000012268	ENSACAG00000012268	18.0		0.5	0.1
ENSACAG00000012269	ENSACAG00000012269			0.6	2.0
ENSACAG00000012270	TSR2	30.0	21.0	22.0	16.0
ENSACAG00000012271	ENSACAG00000012271	241.0	28.0	10.0	6.0
ENSACAG00000012272	ENSACAG00000012272	0.2	2.0	2.0	0.6
ENSACAG00000012274	P4HTM	46.0	3.0	0.5	0.4
ENSACAG00000012275	EEF2	190.0	184.0	7.0	138.0
ENSACAG00000012278	ENSACAG00000012278	24.0	8.0	7.0	5.0
ENSACAG00000012280	ENSACAG00000012280	8.0	0.4	0.3	0.1
ENSACAG00000012281	TMEM131	18.0	12.0	10.0	9.0
ENSACAG00000012282	GAS2L3	6.0	1.0	0.4	1.0
ENSACAG00000012283	RENBP	80.0	89.0	236.0	5.0
ENSACAG00000012284	MATN4	8.0	3.0	0.3	0.3
ENSACAG00000012285	MRPS25	31.0	88.0	97.0	35.0
ENSACAG00000012287	EPYC	0.7			
ENSACAG00000012289	TFCP2	14.0	5.0	2.0	2.0
ENSACAG00000012290	FGD1	35.0	1.0	2.0	1.0
ENSACAG00000012292	FGFBP2	0.1			
ENSACAG00000012294	PROM1	5.0	0.4	0.3	2.0
ENSACAG00000012297	CECR2	0.6	0.2	0.1	0.4
ENSACAG00000012298	MAP3K15	1.0	7.0	8.0	6.0
ENSACAG00000012299	ERAP1	4.0	4.0	4.0	16.0
ENSACAG00000012301	ENSACAG00000012301	51.0	0.8	1.0	1.0
ENSACAG00000012302	ENSACAG00000012302	5.0	0.7	3.0	2.0
ENSACAG00000012303	ENSACAG00000012303	10.0	0.7	4.0	0.3
ENSACAG00000012304	ENSACAG00000012304	3.0	8.0	25.0	4.0
ENSACAG00000012305	RBSN	23.0	3.0	3.0	4.0
ENSACAG00000012306	ENSACAG00000012306	20.0	2.0	1.0	3.0
ENSACAG00000012307	ENSACAG00000012307	1.0	6.0	2.0	1.0
ENSACAG00000012308	EMC10	127.0	76.0	71.0	55.0
ENSACAG00000012309	ENSACAG00000012309	0.4	0.1	0.1	
ENSACAG00000012310	HS3ST5	35.0		0.2	0.1
ENSACAG00000012311	ENSACAG00000012311	22.0	4.0	9.0	4.0
ENSACAG00000012312	ENSACAG00000012312	0.7	2.0	1.0	0.4
ENSACAG00000012314	MED21	34.0	44.0	62.0	26.0
ENSACAG00000012315	ENSACAG00000012315	249.0	52.0	42.0	70.0
ENSACAG00000012316	FRK	0.1	0.1	2.0	
ENSACAG00000012317	ENSACAG00000012317	143.0	29.0	12.0	12.0
ENSACAG00000012318	ENSACAG00000012318	0.6	0.1	1.0	
ENSACAG00000012320	ENSACAG00000012320	0.1	0.2	0.2	
ENSACAG00000012321	ENSACAG00000012321	7.0	31.0	10.0	2.0
ENSACAG00000012323	ENSACAG00000012323	9.0	7.0	20.0	0.5
ENSACAG00000012324	ENSACAG00000012324	32.0	3.0	3.0	0.5
ENSACAG00000012326	ACYP2	21.0	65.0	8.0	277.0
ENSACAG00000012327	SLC25A18	0.1		2.0	
ENSACAG00000012328	WDR6	6.0	2.0	1.0	0.7
ENSACAG00000012329	ENSACAG00000012329	2.0	0.7	4.0	0.3
ENSACAG00000012330	ENSACAG00000012330	0.5	0.5	0.2	0.1
ENSACAG00000012331	PSME4	11.0	17.0	6.0	28.0
ENSACAG00000012332	ENSACAG00000012332	2.0	3.0	11.0	1.0
ENSACAG00000012333	NR1H4		0.1	2.0	
ENSACAG00000012334	ENSACAG00000012334	32.0	8.0	8.0	5.0
ENSACAG00000012335	ENSACAG00000012335	2.0	0.6	0.4	0.3
ENSACAG00000012336	ENSACAG00000012336	0.2		3.0	
ENSACAG00000012337	FAM71E1	0.6			
ENSACAG00000012338	ENSACAG00000012338	19.0	8.0	1.0	8.0
ENSACAG00000012339	ENSACAG00000012339	1393.0	0.5	0.5	0.1
ENSACAG00000012342	MYBPC2	0.7	11.0	0.2	4043.0
ENSACAG00000012343	STK38L	4.0	3.0	3.0	2.0
ENSACAG00000012344	ENSACAG00000012344	5.0	0.1		0.1
ENSACAG00000012345	ENSACAG00000012345	4.0	8.0	136.0	1.0
ENSACAG00000012349	ENSACAG00000012349	1.0	0.5	0.1	0.2
ENSACAG00000012351	YARS2	11.0	8.0	8.0	3.0
ENSACAG00000012352	PIR	9.0	6.0	12.0	2.0
ENSACAG00000012353	ENSACAG00000012353	3.0	0.5	0.2	0.3
ENSACAG00000012354	NOTCH4	1.0	0.3	0.6	0.4
ENSACAG00000012355	KERA	0.5	0.1		
ENSACAG00000012356	ENSACAG00000012356	6.0	3.0	4.0	5.0
ENSACAG00000012357	APOM	0.9	0.8	2.0	0.3
ENSACAG00000012358	ENSACAG00000012358	1.0		0.6	
ENSACAG00000012359	LUM	7.0	1.0	11.0	4.0
ENSACAG00000012360	ENSACAG00000012360	0.3	0.2	0.9	0.1
ENSACAG00000012361	ENSACAG00000012361			0.2	
ENSACAG00000012362	RBPJL	2.0	0.2	0.8	0.1
ENSACAG00000012363	ENSACAG00000012363	23.0	8.0	4.0	12.0
ENSACAG00000012364	HCFC1	111.0	28.0	27.0	24.0
ENSACAG00000012365	ENSACAG00000012365	4.0	2.0	0.8	1.0
ENSACAG00000012366	ENSACAG00000012366	2.0	0.1	0.1	
ENSACAG00000012367	DCN	31.0	35.0	51.0	29.0
ENSACAG00000012368	ENSACAG00000012368	9.0	0.7	1.0	0.3
ENSACAG00000012369	ENSACAG00000012369	24.0	17.0	18.0	5.0
ENSACAG00000012370	ENSACAG00000012370	126.0	0.8	0.3	
ENSACAG00000012372	ENSACAG00000012372	0.2	0.1	0.4	
ENSACAG00000012373	ENSACAG00000012373	13.0	2.0	5.0	0.4
ENSACAG00000012374	ENSACAG00000012374	6.0	2.0	2.0	2.0
ENSACAG00000012376	DNM1L	77.0	13.0	8.0	10.0
ENSACAG00000012377	EDEM1	7.0	6.0	8.0	5.0
ENSACAG00000012378	ENSACAG00000012378	2.0	0.8	2.0	0.3
ENSACAG00000012379	ENSACAG00000012379	7.0	2.0	15.0	2.0
ENSACAG00000012380	ENSACAG00000012380	38.0	16.0	8.0	15.0
ENSACAG00000012381	BAG6	170.0	93.0	65.0	87.0
ENSACAG00000012384	ENSACAG00000012384	7.0	1.0	4.0	0.4
ENSACAG00000012386	DALRD3	43.0	28.0	36.0	10.0
ENSACAG00000012387	ENSACAG00000012387			0.5	
ENSACAG00000012388	STRADA	76.0	39.0	20.0	19.0
ENSACAG00000012389	ENSACAG00000012389	0.2			
ENSACAG00000012391	GPR75	29.0	4.0	4.0	4.0
ENSACAG00000012392	ENSACAG00000012392	32.0	13.0	10.0	8.0
ENSACAG00000012393	ERLEC1	14.0	8.0	11.0	7.0
ENSACAG00000012394	ENSACAG00000012394	84.0	0.5	0.7	0.2
ENSACAG00000012396	ENSACAG00000012396	131.0	30.0	33.0	20.0
ENSACAG00000012397	ST8SIA5	12.0	0.1		5.0
ENSACAG00000012398	RHAG	0.9	3.0	0.8	0.2
ENSACAG00000012399	ENSACAG00000012399	63.0	32.0	28.0	23.0
ENSACAG00000012400	DCUN1D5	30.0	6.0	9.0	12.0
ENSACAG00000012401	ENSACAG00000012401	5.0	3.0		
ENSACAG00000012403	ENSACAG00000012403	119.0	40.0	32.0	17.0
ENSACAG00000012404	ENSACAG00000012404	11.0	3.0	5.0	7.0
ENSACAG00000012405	ENSACAG00000012405	19.0	0.2	0.3	
ENSACAG00000012406	CYFIP1	30.0	16.0	18.0	10.0
ENSACAG00000012407	ENSACAG00000012407	11.0	0.5	0.2	0.2
ENSACAG00000012408	ENSACAG00000012408	29.0	6.0	8.0	8.0
ENSACAG00000012409	ENSACAG00000012409	173.0	208.0	157.0	225.0
ENSACAG00000012410	ENSACAG00000012410	1.0	0.5	0.5	0.2
ENSACAG00000012411	ENSACAG00000012411	0.2	0.2	1.0	48.0
ENSACAG00000012412	ENSACAG00000012412	7.0	17.0	16.0	5.0
ENSACAG00000012413	ENSACAG00000012413	2.0	0.1	0.5	
ENSACAG00000012414	ENSACAG00000012414	30.0	13.0	17.0	9.0
ENSACAG00000012415	P4HA2	5.0	17.0	2.0	0.7
ENSACAG00000012416	SLC17A8	2.0		0.1	
ENSACAG00000012417	BTG1	25.0	18.0	56.0	46.0
ENSACAG00000012418	ENSACAG00000012418	9.0	3.0	2.0	1.0
ENSACAG00000012419	VEGFD	3.0	0.5	5.0	2.0
ENSACAG00000012420	ENSACAG00000012420	73.0	62.0	61.0	46.0
ENSACAG00000012421	ENSACAG00000012421	11.0	21.0	83.0	11.0
ENSACAG00000012423	INPP4A	9.0	2.0	11.0	1.0
ENSACAG00000012424	CSRNP2	33.0	2.0	5.0	1.0
ENSACAG00000012425	NDUFAF3	51.0	73.0	107.0	46.0
ENSACAG00000012426	ENSACAG00000012426	4.0	0.9	3.0	0.8
ENSACAG00000012427	ENSACAG00000012427	6.0	0.2	0.3	0.6
ENSACAG00000012428	ENSACAG00000012428	46.0		0.2	
ENSACAG00000012429	ENSACAG00000012429	5.0	3.0	3.0	2.0
ENSACAG00000012430	ENSACAG00000012430	36.0	3.0	2.0	4.0
ENSACAG00000012432	ENSACAG00000012432	0.3	0.1	0.2	
ENSACAG00000012433	PRRC2A	144.0	58.0	36.0	34.0
ENSACAG00000012434	ENSACAG00000012434	14.0	4.0	1.0	0.9
ENSACAG00000012435	PLEKHG7	2.0	0.1		0.1
ENSACAG00000012437	ENSACAG00000012437	87.0	6.0	9.0	3.0
ENSACAG00000012438	ENSACAG00000012438	0.7			
ENSACAG00000012439	ENSACAG00000012439	5.0	2.0	2.0	0.5
ENSACAG00000012440	ENSACAG00000012440	8.0	3.0	2.0	2.0
ENSACAG00000012441	ENSACAG00000012441	53.0	86.0	50.0	46.0
ENSACAG00000012443	ENSACAG00000012443			0.3	
ENSACAG00000012444	ENSACAG00000012444	73.0	3.0	2.0	0.3
ENSACAG00000012445	ENSACAG00000012445	75.0	12.0	12.0	7.0
ENSACAG00000012446	ARNTL2	9.0	2.0	3.0	1.0
ENSACAG00000012447	SLC11A2	23.0	3.0	4.0	4.0
ENSACAG00000012448	EGFL8	5.0	1.0	0.7	5.0
ENSACAG00000012449	PEX26	46.0	6.0	14.0	22.0
ENSACAG00000012450	EEA1	8.0	5.0	4.0	12.0
ENSACAG00000012451	DSEL	21.0	4.0	3.0	0.4
ENSACAG00000012452	IMPDH2	30.0	44.0	126.0	96.0
ENSACAG00000012454	ENSACAG00000012454	10.0	0.1	0.1	
ENSACAG00000012456	SDC4	35.0	23.0	28.0	11.0
ENSACAG00000012457	NT5DC1	13.0	9.0	1.0	4.0
ENSACAG00000012459	CDH19	0.6	1.0	0.4	0.2
ENSACAG00000012460	ENSACAG00000012460	27.0	0.2	40.0	0.2
ENSACAG00000012461	ENSACAG00000012461	30.0	12.0	7.0	3.0
ENSACAG00000012462	AGPAT1	61.0	4.0	2.0	2.0
ENSACAG00000012463	ENSACAG00000012463	2.0	0.1	0.5	
ENSACAG00000012464	ENSACAG00000012464	1.0	0.7	0.9	23.0
ENSACAG00000012465	ENSACAG00000012465	30.0	7.0	10.0	12.0
ENSACAG00000012466	ENSACAG00000012466	16.0	2.0	17.0	1.0
ENSACAG00000012467	ENSACAG00000012467	17.0	10.0	16.0	6.0
ENSACAG00000012468	ENSACAG00000012468	42.0	8.0	10.0	7.0
ENSACAG00000012469	ENSACAG00000012469	9.0	5.0	7.0	1.0
ENSACAG00000012470	ENSACAG00000012470	27.0	14.0	6.0	41.0
ENSACAG00000012471	ENSACAG00000012471	1.0	0.1		
ENSACAG00000012472	TMEM187	3.0	2.0	5.0	1.0
ENSACAG00000012473	SOWAHB	6.0	0.1	5.0	0.1
ENSACAG00000012474	ENSACAG00000012474	2.0	3.0	1.0	7.0
ENSACAG00000012475	IRAK1	19.0	12.0	12.0	3.0
ENSACAG00000012476	SCAMP1	93.0	23.0	11.0	20.0
ENSACAG00000012477	ENSACAG00000012477	6.0	0.9	0.6	0.4
ENSACAG00000012478	TMC1		0.1		0.2
ENSACAG00000012479	ENSACAG00000012479	73.0	229.0	155.0	95.0
ENSACAG00000012480	ENSACAG00000012480	717.0	291.0	359.0	174.0
ENSACAG00000012481	ENSACAG00000012481	43.0	9.0	2.0	8.0
ENSACAG00000012482	ENSACAG00000012482	12.0	0.2	0.1	
ENSACAG00000012483	SHROOM3	5.0	0.8	0.8	0.1
ENSACAG00000012485	ENSACAG00000012485	12.0	24.0	12.0	16.0
ENSACAG00000012486	ENSACAG00000012486	0.2	0.2	272.0	2.0
ENSACAG00000012487	BCL2L13	14.0	15.0	5.0	9.0
ENSACAG00000012488	ENSACAG00000012488	0.5	0.3		
ENSACAG00000012489	PCDHAC1	82.0	0.4	0.4	0.3
ENSACAG00000012490	ENSACAG00000012490	36.0	7.0	7.0	5.0
ENSACAG00000012491	ENSACAG00000012491	1.0	42.0	62.0	1.0
ENSACAG00000012492	ENSACAG00000012492	3.0	3.0	4.0	12.0
ENSACAG00000012493	SLC6A17	7.0			
ENSACAG00000012494	RNF5	38.0	26.0	26.0	16.0
ENSACAG00000012495	ENSACAG00000012495	321.0	80.0	66.0	74.0
ENSACAG00000012496	ENSACAG00000012496	3.0	0.5	0.4	2.0
ENSACAG00000012498	CCDC158	0.7	0.1	0.4	0.1
ENSACAG00000012499	ENSACAG00000012499	363.0	313.0	1128.0	190.0
ENSACAG00000012500	ENSACAG00000012500	9.0	4.0	452.0	1.0
ENSACAG00000012501	DHX58	4.0	5.0	2.0	3.0
ENSACAG00000012502	ENSACAG00000012502	14.0	22.0	7.0	16.0
ENSACAG00000012503	COL10A1	0.5	0.1	0.1	
ENSACAG00000012504	SH3KBP1	14.0	1.0	5.0	15.0
ENSACAG00000012505	ENSACAG00000012505	329.0	91.0	58.0	80.0
ENSACAG00000012507	PPFIBP1	18.0	3.0	4.0	5.0
ENSACAG00000012509	ENSACAG00000012509	24.0	3.0	12.0	6.0
ENSACAG00000012510	ENSACAG00000012510	121.0	50.0	26.0	59.0
ENSACAG00000012511	ENSACAG00000012511			0.3	
ENSACAG00000012512	ARL8B	208.0	41.0	35.0	65.0
ENSACAG00000012513	ENSACAG00000012513	1.0	0.6	6.0	0.5
ENSACAG00000012515	ENSACAG00000012515	2.0		2.0	
ENSACAG00000012516	ENSACAG00000012516	22.0	14.0	15.0	32.0
ENSACAG00000012517	NR1H2	26.0	14.0	11.0	12.0
ENSACAG00000012519	MECP2	4.0	2.0	0.9	0.6
ENSACAG00000012520	ENSACAG00000012520	5.0	3.0	4.0	2.0
ENSACAG00000012521	SCYL2	5.0	2.0	4.0	2.0
ENSACAG00000012522	GPATCH8	35.0	6.0	4.0	5.0
ENSACAG00000012523	ENSACAG00000012523	40.0	0.2		0.2
ENSACAG00000012525	GNL3L	9.0	6.0	10.0	6.0
ENSACAG00000012527	LOXHD1	0.6			0.1
ENSACAG00000012529	CHAC2	2.0	0.7	2.0	0.2
ENSACAG00000012530	ENSACAG00000012530	21.0	8.0	9.0	4.0
ENSACAG00000012533	ENSACAG00000012533	22.0	36.0	20.0	21.0
ENSACAG00000012534	BID	8.0	8.0	11.0	6.0
ENSACAG00000012536	FZD2	34.0	45.0	30.0	31.0
ENSACAG00000012537	ENSACAG00000012537	0.1	0.5	0.1	
ENSACAG00000012539	MEIOC	0.5	0.6	0.2	0.2
ENSACAG00000012540	BBS7	5.0	0.9	2.0	0.4
ENSACAG00000012542	MICAL3	16.0	22.0	2.0	3.0
ENSACAG00000012543	OSTC	35.0	25.0	46.0	20.0
ENSACAG00000012546	ENSACAG00000012546	3.0	11.0	5.0	2.0
ENSACAG00000012547	ENSACAG00000012547	0.3	0.1	0.7	31.0
ENSACAG00000012548	ENSACAG00000012548	0.3	6.0		2.0
ENSACAG00000012549	PBX2	32.0	9.0	6.0	14.0
ENSACAG00000012551	CCDC43	112.0	152.0	45.0	172.0
ENSACAG00000012552	ENSACAG00000012552	0.5	0.1		
ENSACAG00000012553	SCARB2	70.0	6.0	8.0	8.0
ENSACAG00000012554	ENSACAG00000012554	3.0	62.0	8.0	82.0
ENSACAG00000012558	ENSACAG00000012558	126.0	9.0	8.0	28.0
ENSACAG00000012559	REP15			0.5	
ENSACAG00000012560	ENSACAG00000012560	58.0	34.0	19.0	17.0
ENSACAG00000012561	HPCAL1	69.0	7.0	28.0	2.0
ENSACAG00000012562	ENSACAG00000012562	9.0	9.0	6.0	5.0
ENSACAG00000012565	ENSACAG00000012565	52.0	5.0	2.0	1.0
ENSACAG00000012567	DOPEY2	6.0	0.3	0.7	0.1
ENSACAG00000012569	ETNPPL	35.0	33.0	43.0	93.0
ENSACAG00000012571	ENSACAG00000012571	39.0	1.0	1.0	3.0
ENSACAG00000012572	ENSACAG00000012572	46.0	23.0	28.0	76.0
ENSACAG00000012573	UBE2N	159.0	68.0	65.0	36.0
ENSACAG00000012574	LHFPL2	20.0	3.0	0.7	2.0
ENSACAG00000012575	ENSACAG00000012575	20.0	3.0	4.0	2.0
ENSACAG00000012576	QRICH1	37.0	16.0	11.0	18.0
ENSACAG00000012577	BHLHE40	41.0	26.0	19.0	32.0
ENSACAG00000012578	ENSACAG00000012578	2.0	0.5		1.0
ENSACAG00000012579	agr3	0.3	0.7	0.8	0.1
ENSACAG00000012581	ENSACAG00000012581	99.0	76.0	78.0	63.0
ENSACAG00000012582	ADAM11	102.0	0.9	0.2	0.3
ENSACAG00000012584	BCLAF3	6.0	4.0	2.0	4.0
ENSACAG00000012585	ENSACAG00000012585	32.0	12.0	257.0	9.0
ENSACAG00000012586	CAST	22.0	65.0	15.0	88.0
ENSACAG00000012587	agr2	0.8	0.3	103.0	
ENSACAG00000012591	ENSACAG00000012591	52.0	47.0	44.0	15.0
ENSACAG00000012592	ENSACAG00000012592	14.0	78.0	21.0	23.0
ENSACAG00000012593	LIMD2	41.0	32.0	5.0	4.0
ENSACAG00000012594	IKBKG	26.0	17.0	17.0	13.0
ENSACAG00000012595	ENSACAG00000012595	3.0	2.0	2.0	2.0
ENSACAG00000012596	SLC22A5	18.0	14.0	8.0	4.0
ENSACAG00000012597	ENSACAG00000012597	4.0	1.0	1.0	1.0
ENSACAG00000012598	ENSACAG00000012598	17.0	6.0	182.0	3.0
ENSACAG00000012599	ENSACAG00000012599	47.0	30.0	61.0	7.0
ENSACAG00000012600	ODC1	51.0	24.0	28.0	14.0
ENSACAG00000012601	ENSACAG00000012601	0.2		7.0	0.1
ENSACAG00000012603	ENSACAG00000012603	1.0	0.2	1.0	0.1
ENSACAG00000012604	ENSACAG00000012604	46.0	24.0	16.0	19.0
ENSACAG00000012606	MRPL42	10.0	13.0	17.0	9.0
ENSACAG00000012608	ENSACAG00000012608	154.0	0.3		0.4
ENSACAG00000012609	MAP7D2	142.0	1.0	0.9	0.2
ENSACAG00000012611	RNF165	2.0	0.2	0.3	0.1
ENSACAG00000012612	MAP3K3	4.0	1.0	0.4	0.8
ENSACAG00000012613	ENSACAG00000012613	1.0	0.2	143.0	0.4
ENSACAG00000012614	SEPHS2	111.0	103.0	273.0	85.0
ENSACAG00000012615	MORC3	8.0	7.0	5.0	4.0
ENSACAG00000012616	SOCS2	4.0	67.0	3.0	19.0
ENSACAG00000012617	ENSACAG00000012617		0.1	0.2	
ENSACAG00000012618	ENSACAG00000012618	0.4	41.0	1.0	16.0
ENSACAG00000012619	ENSACAG00000012619	26.0	68.0	21.0	57.0
ENSACAG00000012620	ENSACAG00000012620	84.0	18.0	29.0	3.0
ENSACAG00000012621	ENSACAG00000012621	544.0	36.0	66.0	15.0
ENSACAG00000012622	ENSACAG00000012622	0.2			0.1
ENSACAG00000012623	ENSACAG00000012623	20.0	2.0	2.0	11.0
ENSACAG00000012624	FGD4	5.0	0.3	4.0	0.3
ENSACAG00000012625	ENSACAG00000012625	0.3	0.2	3.0	0.8
ENSACAG00000012626	NUP54	35.0	13.0	11.0	8.0
ENSACAG00000012627	C18orf25	18.0	6.0	5.0	8.0
ENSACAG00000012628	ENSACAG00000012628	0.7	0.3	0.1	0.3
ENSACAG00000012629	CRADD	9.0	10.0	11.0	5.0
ENSACAG00000012630	CCNA2	2.0	0.2	0.2	0.1
ENSACAG00000012631	PLXNC1	3.0	1.0	1.0	0.4
ENSACAG00000012632	ENSACAG00000012632	0.5	0.3	0.3	0.5
ENSACAG00000012633	ENSACAG00000012633	3.0	0.2		
ENSACAG00000012635	ENSACAG00000012635		0.1		
ENSACAG00000012636	ENSACAG00000012636	0.5	0.2	0.1	0.6
ENSACAG00000012637	IBSP	0.2		2.0	
ENSACAG00000012638	ENSACAG00000012638	8.0	6.0	3.0	4.0
ENSACAG00000012639	RUVBL2	23.0	14.0	11.0	9.0
ENSACAG00000012640	TSPAN13	60.0	0.2	36.0	0.2
ENSACAG00000012641	COL25A1	8.0			
ENSACAG00000012642	ENSACAG00000012642	0.2	4.0	0.9	0.1
ENSACAG00000012644	ENSACAG00000012644	15.0	2.0	2.0	3.0
ENSACAG00000012645	QARS	29.0	36.0	36.0	32.0
ENSACAG00000012646	BZW2	57.0	108.0	9.0	31.0
ENSACAG00000012647	ENSACAG00000012647	102.0	65.0	62.0	13.0
ENSACAG00000012648	TMEM123	19.0	18.0	27.0	4.0
ENSACAG00000012649	ENSACAG00000012649	31.0	26.0	34.0	11.0
ENSACAG00000012650	ENSACAG00000012650	15.0	23.0	11.0	7.0
ENSACAG00000012651	ACTR6	11.0	5.0	5.0	2.0
ENSACAG00000012652	HAUS1	3.0	3.0	1.0	0.8
ENSACAG00000012653	ZFAND5	94.0	60.0	27.0	256.0
ENSACAG00000012654	CEP83	2.0	3.0	2.0	0.8
ENSACAG00000012656	ENSACAG00000012656	206.0	114.0	38.0	49.0
ENSACAG00000012657	ENSACAG00000012657	5.0	6.0	10.0	10.0
ENSACAG00000012658	PDE3B	2.0	4.0	3.0	0.3
ENSACAG00000012660	ENSACAG00000012660	96.0	120.0	82.0	73.0
ENSACAG00000012661	ENSACAG00000012661	26.0		9.0	0.2
ENSACAG00000012663	CACNA2D1	2.0	2.0	0.1	4.0
ENSACAG00000012664	UNC50	6.0	4.0	4.0	2.0
ENSACAG00000012665	ENSACAG00000012665	15.0	2.0	3.0	2.0
ENSACAG00000012666	ENSACAG00000012666	2.0	0.1		
ENSACAG00000012667	NIPA2	42.0	7.0	12.0	7.0
ENSACAG00000012668	ENSACAG00000012668	49.0	6.0	7.0	6.0
ENSACAG00000012669	ENSACAG00000012669	31.0	13.0	4.0	13.0
ENSACAG00000012670	SPP1	408.0	3.0	1355.0	2.0
ENSACAG00000012671	ENSACAG00000012671	112.0	0.1	2.0	2.0
ENSACAG00000012672	WNT10A	0.4		0.2	0.4
ENSACAG00000012674	ENSACAG00000012674	25.0	24.0	17.0	12.0
ENSACAG00000012675	ENSACAG00000012675	16.0	16.0	7.0	7.0
ENSACAG00000012676	ENSACAG00000012676	0.7	0.3	1.0	0.1
ENSACAG00000012677	TAZ	37.0	16.0	14.0	6.0
ENSACAG00000012678	ENSACAG00000012678	23.0	14.0	9.0	19.0
ENSACAG00000012679	CHAF1B	0.8	0.5	1.0	0.1
ENSACAG00000012681	RPS6KA3	4.0	1.0	8.0	2.0
ENSACAG00000012682	ENSACAG00000012682	82.0	2.0	0.7	0.4
ENSACAG00000012683	ENSACAG00000012683	11.0	10.0	13.0	5.0
ENSACAG00000012684	SEC24B	7.0	4.0	3.0	4.0
ENSACAG00000012686	ENSACAG00000012686	1.0	0.1	0.6	0.1
ENSACAG00000012688	ENSACAG00000012688	7.0	1.0	3.0	0.9
ENSACAG00000012689	EXOSC9	6.0	5.0	2.0	2.0
ENSACAG00000012690	ENSACAG00000012690	67.0	3.0	12.0	0.9
ENSACAG00000012691	ENSACAG00000012691	5.0	0.4	0.3	
ENSACAG00000012692	MGAT4A	23.0	8.0	11.0	0.8
ENSACAG00000012693	ENSACAG00000012693	62.0	38.0	29.0	46.0
ENSACAG00000012694	ENSACAG00000012694	17.0	13.0	25.0	13.0
ENSACAG00000012695	PKD2	4.0	5.0	9.0	2.0
ENSACAG00000012696	ENSACAG00000012696	18.0	7.0	9.0	4.0
ENSACAG00000012698	ATP5A1	374.0	985.0	235.0	351.0
ENSACAG00000012699	IRF1	11.0	24.0	26.0	66.0
ENSACAG00000012700	LRRC2	0.1	48.0	0.3	31.0
ENSACAG00000012701	ENSACAG00000012701	98.0	76.0	74.0	62.0
ENSACAG00000012702	ENSACAG00000012702	104.0	22.0	8.0	3.0
ENSACAG00000012703	HIGD1C	0.2	3.0		
ENSACAG00000012704	ENSACAG00000012704	20.0	5.0	15.0	3.0
ENSACAG00000012705	CYP2R1	3.0	0.4	4.0	0.3
ENSACAG00000012706	ENSACAG00000012706	3.0	1.0	0.7	0.6
ENSACAG00000012708	GDA	0.2	2.0	0.5	2.0
ENSACAG00000012709	ENSACAG00000012709	8.0	3.0		
ENSACAG00000012710	ENSACAG00000012710	0.2	0.4		0.1
ENSACAG00000012712	BICD1	6.0		0.2	
ENSACAG00000012713	NIPA1	24.0	0.2		0.2
ENSACAG00000012715	CTDSP2	55.0	62.0	54.0	54.0
ENSACAG00000012716	UHRF1BP1L	26.0	5.0	7.0	10.0
ENSACAG00000012717	ENSACAG00000012717	11.0	6.0	4.0	5.0
ENSACAG00000012718	ENSACAG00000012718	28.0	14.0	22.0	9.0
ENSACAG00000012719	ENSACAG00000012719	18.0	5.0	2.0	0.9
ENSACAG00000012720	PPEF2	2.0	1.0	1.0	0.3
ENSACAG00000012721	KCNC4	8.0	0.3	0.1	0.1
ENSACAG00000012722	ENSACAG00000012722	11.0	2.0	8.0	1.0
ENSACAG00000012723	ENSACAG00000012723	6.0	3.0	2.0	1.0
ENSACAG00000012724	ENSACAG00000012724	86.0	1.0	1.0	0.7
ENSACAG00000012725	ENSACAG00000012725	2.0	9.0	0.8	1.0
ENSACAG00000012726	ENSACAG00000012726	18.0	11.0	8.0	3.0
ENSACAG00000012728	ENSACAG00000012728	54.0	35.0	32.0	10.0
ENSACAG00000012729	CALCA	27.0		4.0	0.2
ENSACAG00000012730	ENSACAG00000012730	10.0	0.1	0.3	0.1
ENSACAG00000012731	PCSK1	34.0	0.3	0.3	0.1
ENSACAG00000012732	ENSACAG00000012732	42.0	4.0	2.0	5.0
ENSACAG00000012735	ENSACAG00000012735	0.6	0.1	0.4	0.1
ENSACAG00000012738	NOL10	8.0	5.0	5.0	4.0
ENSACAG00000012739	SCN4A	0.1	0.1		34.0
ENSACAG00000012740	ENSACAG00000012740	0.6	0.3	0.4	0.1
ENSACAG00000012741	ENSACAG00000012741	13.0	0.9	1.0	2.0
ENSACAG00000012742	YAP1	14.0	8.0	14.0	14.0
ENSACAG00000012743	ENSACAG00000012743	8.0	7.0	4.0	4.0
ENSACAG00000012744	DCAF7	95.0	52.0	34.0	41.0
ENSACAG00000012745	ENSACAG00000012745	4.0			
ENSACAG00000012746	TMCC3	2.0	5.0	8.0	2.0
ENSACAG00000012747	ZMAT2	11.0	13.0	7.0	7.0
ENSACAG00000012748	ENSACAG00000012748	0.2		0.2	0.2
ENSACAG00000012749	ENSACAG00000012749	3.0	1.0	3.0	1.0
ENSACAG00000012750	ENSACAG00000012750	58.0	16.0	13.0	4.0
ENSACAG00000012754	MUT	17.0	16.0	19.0	19.0
