# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-GEOD-62778
# Selected columns: 10 (all)
# Timestamp: Fri, 07-Dec-2018 22:18:08
Gene ID	Gene Name	aleurone	basal endosperm transfer layer	central starchy endosperm	conducting zone	plant embryo	plant embryo-surrounding region	nucellus	pericarp	placento-chalazal region	vascular region of the pedicel
Zm00001d035133	Zm00001d035133	0.8	7.0	2.0	3.0	0.7	1.0	8.0	4.0	4.0	1.0
Zm00001d035134	Zm00001d035134								3.0		2.0
Zm00001d035135	Zm00001d035135			1.0							
Zm00001d035136	succinate dehydrogenase7	115.0	3.0	16.0	8.0	47.0	10.0	27.0	25.0	29.0	62.0
Zm00001d035139	Zm00001d035139	145.0	26.0	120.0	95.0	104.0	56.0	64.0	61.0	29.0	63.0
Zm00001d035140	Zm00001d035140	15.0	13.0	25.0	22.0	8.0	23.0	29.0	14.0	19.0	17.0
Zm00001d035141	Zm00001d035141			0.2	0.3	0.6	0.4	1.0	0.9		
Zm00001d035143	Zm00001d035143	0.5	0.4	0.1	0.6	1.0	0.9	0.6		0.2	1.0
Zm00001d035145	Zm00001d035145	0.7	0.4	0.3	0.3		0.7	0.4	1.0		
Zm00001d035147	Zm00001d035147						0.4				
Zm00001d035151	Zm00001d035151	1.0		0.3				4.0			
Zm00001d035153	Zm00001d035153	26.0	58.0	58.0	59.0		19.0	4.0	0.4	1.0	
Zm00001d035154	Zm00001d035154		0.5	2.0			19.0				
Zm00001d035156	glyceraldehyde-3-phosphate dehydrogenase2	1079.0	115.0	610.0	436.0	1038.0	132.0	51.0	453.0	120.0	1209.0
Zm00001d035157	Zm00001d035157	0.1	0.4	0.2		1.0	8.0		31.0	1.0	31.0
Zm00001d035161	Zm00001d035161					6.0					
Zm00001d035162	Zm00001d035162						0.3				2.0
Zm00001d035166	Zm00001d035166								0.5		
Zm00001d035167	Zm00001d035167	21.0	13.0	21.0	17.0	22.0	16.0	18.0	24.0	12.0	21.0
Zm00001d035168	Zm00001d035168	18.0	17.0	17.0	26.0	26.0	17.0	19.0	23.0	15.0	42.0
Zm00001d035169	Zm00001d035169	62.0	22.0	171.0	118.0	63.0	23.0	77.0	53.0	52.0	32.0
Zm00001d035170	Zm00001d035170	82.0	28.0	73.0	92.0	121.0	72.0	104.0	84.0	26.0	146.0
Zm00001d035171	Zm00001d035171							13.0	2.0	10.0	
Zm00001d035172	Zm00001d035172	0.3	3.0	0.3		1.0	0.1	0.4	0.5	30.0	2.0
Zm00001d035174	Zm00001d035174		0.6								
Zm00001d035182	Zm00001d035182		2.0	0.6	2.0		0.4		6.0		
Zm00001d035183	reaction to X. oryzae1	7.0	4.0	11.0	12.0	14.0	6.0	9.0	18.0	8.0	13.0
Zm00001d035184	Zm00001d035184	5.0	4.0	0.6	4.0	3.0	4.0	3.0	4.0	3.0	5.0
Zm00001d035185	Zm00001d035185	15.0	1.0	5.0	0.8	15.0	4.0	6.0	11.0	29.0	26.0
Zm00001d035186	Zm00001d035186	40.0	23.0	24.0	16.0	36.0	16.0	30.0	23.0	33.0	47.0
Zm00001d035187	Zm00001d035187	3.0	1.0	1.0	3.0	10.0	2.0	1.0	1.0	3.0	0.7
Zm00001d035191	umc85a	45.0	2.0	9.0	3.0	139.0	3.0	3.0	5.0		1.0
Zm00001d035194	leunig-related8	43.0	23.0	33.0	53.0	35.0	44.0	65.0	64.0	19.0	54.0
Zm00001d035195	Zm00001d035195										4.0
Zm00001d035197	Zm00001d035197	2.0		1.0		6.0	0.3				0.6
Zm00001d035198	Zm00001d035198	20.0	12.0	18.0	11.0	17.0	17.0	9.0	35.0	17.0	30.0
Zm00001d035199	Zm00001d035199	55.0	12.0	46.0	29.0	148.0	14.0	10.0	28.0	7.0	36.0
Zm00001d035200	Zm00001d035200			0.1						6.0	
Zm00001d035201	60S acidic ribosomal protein P0	649.0	182.0	972.0	554.0	445.0	239.0	61.0	160.0	130.0	193.0
Zm00001d035203	Zm00001d035203							2.0			
Zm00001d035205	Zm00001d035205						0.2				
Zm00001d035206	Zm00001d035206	7.0	3.0	1.0	3.0	9.0	5.0	31.0	58.0	45.0	106.0
Zm00001d035207	Zm00001d035207	7.0	11.0	5.0	5.0	12.0	8.0	15.0	11.0	12.0	18.0
Zm00001d035208	Zm00001d035208	9.0	5.0	8.0	3.0	10.0	9.0	43.0	10.0	16.0	22.0
Zm00001d035209	Zm00001d035209						0.1				0.4
Zm00001d035211	Zm00001d035211									4.0	16.0
Zm00001d035212	Zm00001d035212										2.0
Zm00001d035214	GRMZM2G055238								0.9	0.5	0.8
Zm00001d035215	Zm00001d035215	6.0	0.6	2.0	2.0	7.0	2.0	9.0	15.0		2.0
Zm00001d035217	Zm00001d035217							1.0			
Zm00001d035222	Zm00001d035222	115.0	18.0	107.0	53.0	29.0	29.0	26.0	9.0	14.0	2.0
Zm00001d035223	Zm00001d035223	4.0	0.5	3.0	0.9	5.0	0.4				
Zm00001d035224	GeBP-transcription factor 1	5.0		1.0	2.0	12.0	1.0		2.0	3.0	6.0
Zm00001d035226	Zm00001d035226		0.4				0.5		1.0		
Zm00001d035228	Zm00001d035228	7.0	4.0	7.0	7.0	13.0	2.0	12.0	8.0	8.0	11.0
Zm00001d035229	Zm00001d035229	0.7	0.3	0.2							0.7
Zm00001d035230	Zm00001d035230	17.0	6.0	10.0	6.0	11.0	3.0	3.0	8.0	0.6	3.0
Zm00001d035233	Zm00001d035233								3.0		
Zm00001d035234	GeBP-transcription factor 15	2.0		0.9	0.7	17.0		2.0	6.0		2.0
Zm00001d035235	Zm00001d035235	32.0	10.0	19.0	23.0	14.0	6.0	9.0	37.0	28.0	2.0
Zm00001d035238	Zm00001d035238	5.0		2.0	4.0	2.0	0.7		2.0	2.0	
Zm00001d035243	Zm00001d035243	0.1		0.3	0.6	2.0	49.0	0.6	1.0		8.0
Zm00001d035247	Zm00001d035247	7.0	2.0	1.0	1.0		2.0		2.0		
Zm00001d035253	Zm00001d035253	10.0	4.0	11.0	12.0	11.0	8.0	26.0	28.0	3.0	8.0
Zm00001d035254	Zm00001d035254	27.0	22.0	16.0	18.0	28.0	39.0	27.0	25.0	29.0	42.0
Zm00001d035256	ragged seedling1	238.0	48.0	124.0	138.0	345.0	79.0	42.0	217.0	44.0	183.0
Zm00001d035265	Zm00001d035265	2.0	0.5	1.0	1.0	8.0	0.9	3.0	6.0	2.0	6.0
Zm00001d035266	NAC-transcription factor 119					2.0					
Zm00001d035267	Zm00001d035267	4.0	2.0	4.0	4.0	9.0	2.0	9.0	7.0	4.0	6.0
Zm00001d035270	Zm00001d035270	16.0	13.0	15.0	22.0	18.0	17.0	52.0	33.0	12.0	45.0
Zm00001d035272	Zm00001d035272						0.2	2.0			0.7
Zm00001d035277	Zm00001d035277	5.0	4.0	4.0	5.0	1.0	5.0	0.2	2.0	0.2	0.2
Zm00001d035282	Zm00001d035282		0.5				0.9				3.0
Zm00001d035285	Zm00001d035285	11.0	2.0	11.0	5.0	27.0	13.0	9.0	21.0	2.0	13.0
Zm00001d035286	Zm00001d035286			0.5		4.0				1.0	2.0
Zm00001d035288	Zm00001d035288	107.0	128.0	167.0	189.0	49.0	343.0	134.0	97.0	120.0	115.0
Zm00001d035292	Zm00001d035292	3.0	2.0	2.0	1.0		2.0	0.3	0.2		
Zm00001d035295	GeBP-transcription factor 13	7.0	6.0	6.0	17.0	14.0	10.0	4.0	6.0	29.0	8.0
Zm00001d035297	Zm00001d035297	23.0	8.0	66.0	74.0	25.0	3.0	11.0	14.0	1.0	2.0
Zm00001d035298	Zm00001d035298	12.0	6.0	8.0	10.0	11.0	4.0	14.0	18.0	2.0	9.0
Zm00001d035300	Zm00001d035300							1.0	10.0	1.0	
Zm00001d035302	Zm00001d035302		0.3				0.6				
Zm00001d035303	Zm00001d035303	42.0	36.0	32.0	39.0	61.0	26.0	12.0	44.0	16.0	27.0
Zm00001d035304	LIM-transcription factor 10	5.0		134.0	15.0	169.0	1.0	8.0	155.0		20.0
Zm00001d035308	Zm00001d035308	5.0		9.0	0.4	28.0	0.3	37.0	126.0	10.0	53.0
Zm00001d035309	Zm00001d035309	14.0	2.0	2.0	4.0	20.0	10.0	41.0	25.0	19.0	45.0
Zm00001d035312	Zm00001d035312	571.0	42.0	402.0	145.0	911.0	52.0	140.0	431.0	149.0	362.0
Zm00001d035313	Zm00001d035313	11.0	3.0	14.0	14.0	11.0	8.0	16.0	25.0	3.0	14.0
Zm00001d035316	Zm00001d035316		0.1	1.0	0.1	2.0	0.9	12.0	7.0	0.8	1.0
Zm00001d035317	Zm00001d035317	0.7	1.0	0.4		3.0		2.0	8.0		
Zm00001d035318	Zm00001d035318	40.0	4.0	15.0	2.0	69.0	3.0	15.0	31.0	4.0	33.0
Zm00001d035319	Zm00001d035319	7.0	8.0	7.0	6.0	7.0	6.0	6.0	10.0	6.0	11.0
Zm00001d035320	Zm00001d035320						0.1				4.0
Zm00001d035321	Zm00001d035321	87.0	9.0	77.0	36.0	78.0	13.0	5.0	19.0	8.0	20.0
Zm00001d035322	Zm00001d035322								4.0		
Zm00001d035323	WRKY-transcription factor 62	4.0	3.0	6.0	2.0	7.0	8.0	2.0	13.0	1.0	1.0
Zm00001d035324	Zm00001d035324	1.0		1.0		5.0	0.7	5.0	2.0	0.9	3.0
Zm00001d035327	Zm00001d035327	0.4					0.5		2.0		
Zm00001d035331	Zm00001d035331		2.0	0.8			0.4		6.0		
Zm00001d035333	Zm00001d035333	5.0	0.2	2.0	2.0	5.0	0.6			3.0	
Zm00001d035336	Zm00001d035336			0.2	0.4	2.0	102.0				
Zm00001d035337	Zm00001d035337	32.0	15.0	14.0	32.0	55.0	42.0	14.0	31.0	7.0	49.0
Zm00001d035342	Zm00001d035342			0.2	0.2					0.5	0.8
Zm00001d035343	Zm00001d035343			9.0	2.0						
Zm00001d035345	Zm00001d035345	0.2	0.1	0.3	0.2	0.5	0.1	0.7		0.2	0.4
Zm00001d035346	Zm00001d035346	38.0	11.0	19.0	25.0	62.0	36.0	77.0	68.0	33.0	49.0
Zm00001d035352	Zm00001d035352	19.0	4.0	24.0	17.0	3.0	7.0	4.0	5.0	0.3	1.0
Zm00001d035353	Zm00001d035353	4.0	1.0	0.2	1.0		0.7		3.0		
Zm00001d035355	Zm00001d035355	2.0			3.0				4.0		
Zm00001d035356	Zm00001d035356	59.0	23.0	34.0	29.0	80.0	28.0	62.0	70.0	43.0	34.0
Zm00001d035361	Zm00001d035361	3.0	1.0	4.0	5.0	4.0	4.0	2.0	12.0	4.0	
Zm00001d035363	Zm00001d035363										13.0
Zm00001d035367	Zm00001d035367	27.0	43.0	211.0	249.0	40.0	44.0	31.0	45.0	84.0	25.0
Zm00001d035370	Zm00001d035370		2.0			0.6	0.6			0.2	
Zm00001d035373	Zm00001d035373		0.7	2.0		2.0	2.0	2.0		6.0	6.0
Zm00001d035376	Zm00001d035376		1.0	0.4	0.5		1.0				1.0
Zm00001d035378	Zm00001d035378			0.4							
Zm00001d035380	Zm00001d035380				0.8						
Zm00001d035381	Zm00001d035381	1.0	1.0	4.0	4.0	2.0	2.0	2.0	9.0		1.0
Zm00001d035383	Zm00001d035383	1.0									
Zm00001d035384	Zm00001d035384		3.0	1.0	5.0		3.0				
Zm00001d035385	Zm00001d035385						2.0	9.0	5.0		10.0
Zm00001d035388	Zm00001d035388	0.4					0.3				
Zm00001d035390	resistance to sugarcane mosaic virus1	0.7	0.5				0.6				9.0
Zm00001d035394	Zm00001d035394			0.9							
Zm00001d035395	Zm00001d035395	3.0	5.0	5.0	6.0	1.0	2.0			2.0	
Zm00001d035396	Zm00001d035396								2.0		
Zm00001d035399	Zm00001d035399								8.0		
Zm00001d035400	Zm00001d035400								22.0	46.0	
Zm00001d035401	Zm00001d035401	0.8							6.0	1.0	
Zm00001d035405	Zm00001d035405	0.8	2.0	1.0	3.0	2.0	3.0	4.0	7.0	2.0	4.0
Zm00001d035408	Zm00001d035408	2.0	1.0	1.0	5.0	6.0	2.0	3.0	17.0	2.0	2.0
Zm00001d035409	Zm00001d035409										2.0
Zm00001d035411	Zm00001d035411	82.0	14.0	57.0	54.0	56.0	18.0	2.0	30.0	12.0	5.0
Zm00001d035412	Zm00001d035412	20.0	16.0	37.0	33.0	13.0	24.0	9.0	5.0		2.0
Zm00001d035413	Zm00001d035413	23.0	9.0	10.0	13.0	21.0	15.0	162.0	47.0	111.0	48.0
Zm00001d035416	Zm00001d035416	19.0	4.0	11.0	11.0	26.0	7.0	87.0	37.0	3.0	47.0
Zm00001d035420	Zm00001d035420	41.0	22.0	22.0	23.0	45.0	53.0	69.0	86.0	84.0	63.0
Zm00001d035421	Zm00001d035421								18.0		
Zm00001d035425	Zm00001d035425	2.0	2.0	2.0	3.0	3.0	4.0	9.0	9.0	0.7	4.0
Zm00001d035428	Zm00001d035428										12.0
Zm00001d035429	Zm00001d035429	1.0	1.0	0.6	3.0	2.0	4.0	3.0	3.0	3.0	3.0
Zm00001d035432	Zm00001d035432					1.0				0.9	
Zm00001d035436	Zm00001d035436	0.6			0.4	3.0	0.8	23.0	27.0	16.0	2.0
Zm00001d035439	knotted related homeobox5				0.4	8.0	0.2		1.0		10.0
Zm00001d035440	low temperature-induced protein15	31.0	14.0	71.0	55.0	49.0	17.0	57.0	48.0	124.0	98.0
Zm00001d035442	Zm00001d035442						0.2				
Zm00001d035443	Zm00001d035443	51.0	17.0	65.0	78.0	28.0	26.0	23.0	35.0	15.0	13.0
Zm00001d035444	Zm00001d035444	2.0	2.0	1.0	1.0	18.0	3.0	0.5	12.0		0.5
Zm00001d035445	gamma-glutamylcysteine synthetase1	202.0	26.0	50.0	39.0	89.0	31.0	38.0	50.0	51.0	104.0
Zm00001d035447	Zm00001d035447	5.0	3.0	2.0	9.0	6.0	5.0	8.0	34.0	3.0	22.0
Zm00001d035454	Zm00001d035454	6.0		0.6	0.3	2.0	0.1		4.0		
Zm00001d035455	Zm00001d035455	2.0				1.0	2.0	1.0	6.0	27.0	19.0
Zm00001d035457	Trihelix-transcription factor 5		0.6		0.5		1.0				
Zm00001d035459	Zm00001d035459	0.5							2.0		
Zm00001d035460	Zm00001d035460	1.0		4.0							
Zm00001d035461	Zm00001d035461	0.1	0.6					0.5			
Zm00001d035462	Zm00001d035462		8.0					13.0	2.0	22.0	10.0
Zm00001d035465	Zm00001d035465	0.3						2.0			
Zm00001d035466	Zm00001d035466	1.0	3.0	3.0	3.0	2.0	1.0		3.0	2.0	4.0
Zm00001d035467	Zm00001d035467	0.9	0.1	0.2			0.1			0.3	
Zm00001d035468	Zm00001d035468	9.0	6.0	4.0	4.0	22.0	4.0	17.0	17.0	16.0	27.0
Zm00001d035470	MYB-related-transcription factor 63	51.0	44.0	32.0	58.0	64.0	80.0	153.0	79.0	77.0	59.0
Zm00001d035473	Zm00001d035473	46.0	15.0	44.0	30.0	22.0	15.0	13.0	24.0	6.0	31.0
Zm00001d035474	Zm00001d035474					0.9					23.0
Zm00001d035475	Zm00001d035475	5.0	1.0	2.0	1.0	14.0	1.0	22.0	12.0	7.0	20.0
Zm00001d035476	Zm00001d035476	4.0		0.5	0.6	2.0	1.0	1.0	5.0	5.0	0.9
Zm00001d035480	Zm00001d035480		0.3								
Zm00001d035481	Zm00001d035481	28.0	7.0	28.0	17.0	22.0	18.0	27.0	50.0	18.0	28.0
Zm00001d035486	Zm00001d035486	0.3									
Zm00001d035487	PHD-transcription factor 12	16.0	6.0	8.0	11.0	18.0	9.0	42.0	32.0	25.0	40.0
Zm00001d035491	Zm00001d035491	10.0	3.0	5.0	4.0	18.0	3.0	5.0	14.0	1.0	4.0
Zm00001d035492	Zm00001d035492	14.0	9.0	21.0	11.0	16.0	11.0	24.0	32.0	27.0	9.0
Zm00001d035494	Zm00001d035494	7.0		8.0	5.0	1.0	5.0		3.0		3.0
Zm00001d035495	Zm00001d035495			2.0							
Zm00001d035496	Zm00001d035496	2.0	3.0	3.0	2.0	1.0	3.0	2.0	1.0		1.0
Zm00001d035500	Zm00001d035500	127.0	10.0	76.0	47.0	144.0	45.0	53.0	125.0	8.0	84.0
Zm00001d035501	Zm00001d035501	9.0	0.8	3.0	2.0	121.0	4.0	1976.0	147.0	32.0	91.0
Zm00001d035503	Zm00001d035503	12.0	4.0	7.0	6.0	14.0	11.0	14.0	10.0	10.0	15.0
Zm00001d035505	Zm00001d035505	3.0				44.0	0.9		8.0		
Zm00001d035506	Zm00001d035506	4.0	0.3	0.6	0.2	71.0	0.7	4.0	5.0		0.5
Zm00001d035512	AP2-EREBP-transcription factor 81	1.0	35.0	0.8	7.0	7.0	2.0	2.0	5.0	7.0	2.0
Zm00001d035514	C2H2-transcription factor 226	25.0	7.0	18.0	15.0	39.0	12.0	37.0	53.0	26.0	64.0
Zm00001d035515	Zm00001d035515	6.0	1.0	5.0	9.0	10.0	1.0	4.0	15.0	8.0	27.0
Zm00001d035516	Zm00001d035516	2.0	0.4	0.1	1.0		0.1	3.0	0.8	0.8	1.0
Zm00001d035519	Zm00001d035519	70.0	67.0	114.0	142.0	74.0	134.0	1576.0	694.0	338.0	312.0
Zm00001d035522	Zm00001d035522				0.6		0.2				
Zm00001d035526	Zm00001d035526	18.0	7.0	21.0	17.0	32.0	6.0	148.0	108.0	11.0	29.0
Zm00001d035527	Zm00001d035527	37.0	24.0	25.0	25.0	30.0	28.0	20.0	31.0	31.0	23.0
Zm00001d035534	Zm00001d035534				0.6			0.7			
Zm00001d035538	Zm00001d035538			0.3					3.0		
Zm00001d035539	Zm00001d035539	0.5	0.3	0.5	0.5	1.0			1.0		
Zm00001d035540	Zm00001d035540	25.0	23.0	40.0	34.0	21.0	21.0	30.0	37.0	5.0	35.0
Zm00001d035541	Zm00001d035541	2.0	1.0		2.0		1.0	9.0			
Zm00001d035542	Zm00001d035542	1.0	0.2	0.8	2.0		0.5	41.0	21.0	4.0	65.0
Zm00001d035543	Zm00001d035543	48.0	36.0	3.0	11.0	25.0	28.0	330.0	166.0	193.0	409.0
Zm00001d035548	Zm00001d035548			0.3		0.6		0.7			
Zm00001d035551	Zm00001d035551	115.0	30.0	128.0	76.0	96.0	63.0	37.0	105.0	20.0	95.0
Zm00001d035552	Zm00001d035552	69.0	31.0	70.0	64.0	64.0	47.0	139.0	109.0	29.0	56.0
Zm00001d035553	Zm00001d035553				0.3	2.0					
Zm00001d035557	Zm00001d035557		1.0	0.9	0.9		2.0		3.0	3.0	
Zm00001d035560	Zm00001d035560	22.0									
Zm00001d035561	Zm00001d035561			0.8		1.0	0.3	2.0	510.0	4.0	18.0
Zm00001d035562	Zm00001d035562								286.0	3.0	44.0
Zm00001d035563	Zm00001d035563							0.4	0.5		
Zm00001d035567	Zm00001d035567			0.9	0.6		0.4		3.0		
Zm00001d035568	Zm00001d035568	0.4		0.4	0.5	1.0	0.3				
Zm00001d035569	Zm00001d035569	20.0	20.0	32.0	21.0	31.0	34.0	6.0	7.0	2.0	2.0
Zm00001d035570	Zm00001d035570	20.0	9.0	15.0	27.0	21.0	19.0	40.0	127.0	32.0	85.0
Zm00001d035574	Zm00001d035574	35.0	23.0	42.0	56.0	28.0	30.0	59.0	51.0	30.0	71.0
Zm00001d035575	Zm00001d035575	0.3	0.3	0.6	0.3		0.7	0.9			
Zm00001d035578	Zm00001d035578	57.0	9.0	41.0	21.0	72.0	13.0	8.0	20.0	17.0	34.0
Zm00001d035579	Zm00001d035579	14.0	6.0	11.0	6.0	17.0	9.0	8.0	20.0	5.0	16.0
Zm00001d035584	Zm00001d035584						0.7		3.0		
Zm00001d035588	Zm00001d035588							1.0	1.0		
Zm00001d035589	Zm00001d035589			0.1		23.0			2.0		1.0
Zm00001d035590	Zm00001d035590	0.2			0.5		0.3	1.0			0.8
Zm00001d035591	Zm00001d035591	0.1									
Zm00001d035592	Zm00001d035592	0.7				1.0	0.3			9.0	
Zm00001d035593	Zm00001d035593	23.0	22.0	11.0	10.0	24.0	18.0	15.0	28.0	4.0	10.0
Zm00001d035595	Zm00001d035595	136.0	31.0	32.0	19.0	107.0	66.0	81.0	176.0	111.0	168.0
Zm00001d035597	Zm00001d035597	409.0	11.0	90.0	24.0	19.0	16.0	32.0	63.0	104.0	62.0
Zm00001d035598	Zm00001d035598	20.0	0.4	9.0	2.0	13.0	2.0	11.0	17.0	16.0	23.0
Zm00001d035599	Zm00001d035599	19.0	10.0	7.0	14.0	10.0	16.0	13.0	14.0	5.0	19.0
Zm00001d035600	Zm00001d035600	8.0	4.0	1.0	2.0	3.0	4.0	0.5	2.0	2.0	0.6
Zm00001d035601	Zm00001d035601	86.0	28.0	29.0	45.0	40.0	50.0	12.0	15.0	50.0	15.0
Zm00001d035603	Zm00001d035603	0.2				0.7			0.9		
Zm00001d035605	MYB-transcription factor 21										118.0
Zm00001d035608	Zm00001d035608	48.0	5.0	51.0	30.0	41.0	21.0	7.0	4.0	0.6	4.0
Zm00001d035610	Zm00001d035610	34.0	12.0	30.0	22.0	37.0	15.0	34.0	89.0	43.0	53.0
Zm00001d035616	Zm00001d035616	124.0	7.0	7.0	0.7	224.0	11.0	168.0	215.0	63.0	254.0
Zm00001d035621	Zm00001d035621	1.0		0.2	0.8	0.8	0.9	0.8	1.0		0.9
Zm00001d035624	Zm00001d035624	0.2			0.3	0.2	0.2				
Zm00001d035625	Zm00001d035625		2.0		3.0	6.0	0.6		5.0	3.0	
Zm00001d035628	Zm00001d035628	9.0	2.0	3.0	2.0	6.0	1.0	5.0	16.0	6.0	10.0
Zm00001d035629	Zm00001d035629	46.0	156.0	97.0	189.0	159.0	144.0	26.0	546.0	131.0	233.0
Zm00001d035631	Zm00001d035631					2.0	0.7		1.0		
Zm00001d035634	Zm00001d035634	11.0	5.0	10.0	8.0	11.0	4.0	13.0	5.0	28.0	6.0
Zm00001d035637	Zm00001d035637	442.0	122.0	296.0	308.0	235.0	232.0	52.0	362.0	287.0	373.0
Zm00001d035638	Zm00001d035638						0.7	2.0		5.0	1.0
Zm00001d035647	Zm00001d035647	3.0		0.5	1.0	5.0	2.0				
Zm00001d035649	Zm00001d035649	26.0	2.0	20.0	7.0	27.0	6.0	1.0	12.0		5.0
Zm00001d035651	DNA binding with one finger3					7.0					15.0
Zm00001d035652	Zm00001d035652						0.8				
Zm00001d035654	Zm00001d035654									16.0	
Zm00001d035656	Zm00001d035656										3.0
Zm00001d035657	Zm00001d035657	14.0	12.0	10.0	7.0	15.0	27.0	20.0	147.0	46.0	21.0
Zm00001d035658	Zm00001d035658	3.0	0.5	4.0	2.0	6.0	0.4				6.0
Zm00001d035659	Zm00001d035659	3.0	2.0			3.0	1.0		3.0	34.0	604.0
Zm00001d035660	Zm00001d035660							1.0			
Zm00001d035662	Zm00001d035662		0.5		0.6	43.0				9.0	853.0
Zm00001d035664	Zm00001d035664	21.0	32.0	95.0	44.0	21.0	18.0	27.0	74.0	28.0	30.0
Zm00001d035665	Zm00001d035665	0.3	0.3								
Zm00001d035666	Zm00001d035666	71.0	5.0	59.0	36.0	84.0	13.0	3.0	13.0	7.0	8.0
Zm00001d035668	Zm00001d035668										0.8
Zm00001d035669	Zm00001d035669	48.0	24.0	26.0	17.0	34.0	23.0	20.0	72.0	6.0	23.0
Zm00001d035670	GRAS-transcription factor 57					0.8		2.0	0.6		
Zm00001d035671	GRAS-transcription factor 60		0.4	0.1		3.0			4.0	2.0	3.0
Zm00001d035672	Zm00001d035672					11.0			7.0	9.0	26.0
Zm00001d035677	Zm00001d035677	7.0	2.0	0.9	0.5	4.0	1.0		11.0		
Zm00001d035679	Zm00001d035679	72.0	18.0	29.0	35.0	142.0	23.0	31.0	55.0	16.0	47.0
Zm00001d035688	Zm00001d035688	0.7									
Zm00001d035689	cysteine protease5									8.0	
Zm00001d035693	Zm00001d035693	85.0	38.0	64.0	58.0	14.0	30.0	6.0	35.0	14.0	26.0
Zm00001d035695	Zm00001d035695	4.0	1.0	6.0	6.0	8.0	9.0	11.0	19.0	7.0	13.0
Zm00001d035696	Zm00001d035696	15.0	7.0	4.0	7.0	37.0	5.0	88.0	123.0	58.0	194.0
Zm00001d035698	Zm00001d035698	41.0	13.0	41.0	23.0	43.0	10.0	3.0	21.0	21.0	15.0
Zm00001d035700	legumin1	195.0	1.0	1040.0	70.0		0.9	6.0	1.0	3.0	
Zm00001d035701	C2H2-transcription factor 24	46.0	28.0	32.0	35.0	77.0	42.0	65.0	61.0	57.0	159.0
Zm00001d035702	Zm00001d035702	31.0	23.0	43.0	48.0	37.0	35.0	34.0	51.0	33.0	35.0
Zm00001d035703	Zm00001d035703						0.3		1.0		
Zm00001d035704	Zm00001d035704										0.7
Zm00001d035706	Zm00001d035706								0.3		
Zm00001d035713	Zm00001d035713					0.8					2.0
Zm00001d035715	Zm00001d035715	1.0	0.3	3.0	0.4		0.5	0.4			
Zm00001d035717	Zm00001d035717									0.5	6.0
Zm00001d035718	Zm00001d035718										1.0
Zm00001d035720	Zm00001d035720	230.0	150.0	456.0	394.0	156.0	222.0	272.0	318.0	154.0	260.0
Zm00001d035721	Zm00001d035721	14.0	1.0	30.0	8.0	24.0	4.0		15.0	13.0	25.0
Zm00001d035722	Zm00001d035722	233.0	71.0	312.0	235.0	114.0	139.0	62.0	148.0	59.0	123.0
Zm00001d035723	Zm00001d035723	12.0	4.0	15.0	10.0	13.0	10.0	17.0	38.0	9.0	11.0
Zm00001d035731	Zm00001d035731	30.0	25.0	13.0	24.0	30.0	37.0	39.0	27.0	14.0	11.0
Zm00001d035736	Zm00001d035736	37.0	12.0	17.0	17.0	17.0	9.0	4.0	14.0	24.0	21.0
Zm00001d035737	Zm00001d035737	21.0		4.0		4.0	0.3		5.0		
Zm00001d035741	Zm00001d035741	3.0	6.0	11.0	8.0	5.0	6.0		37.0	19.0	141.0
Zm00001d035747	argonaute1a	29.0	5.0	25.0	13.0	45.0	13.0	28.0	36.0	16.0	26.0
Zm00001d035748	Zm00001d035748	0.3	0.4		0.6			1.0			2.0
Zm00001d035750	Zm00001d035750	16.0	4.0	6.0	5.0	22.0	15.0	16.0	30.0		17.0
Zm00001d035751	Zm00001d035751	25.0	0.7	14.0	5.0	19.0	4.0	47.0	16.0	0.4	14.0
Zm00001d035752	Zm00001d035752	163.0	43.0	290.0	164.0	153.0	67.0	44.0	55.0	43.0	64.0
Zm00001d035757	Zm00001d035757	81.0	18.0	58.0	34.0	108.0	34.0	14.0	9.0	2.0	5.0
Zm00001d035758	Zm00001d035758	13.0					4.0		19.0	21.0	
Zm00001d035759	Zm00001d035759		77.0		8.0				19.0	162.0	129.0
Zm00001d035760	zein protein, 15kDa15	28.0		126.0	0.8						
Zm00001d035761	Zm00001d035761	30.0	3.0	11.0	4.0	20.0	3.0	7.0	10.0	7.0	9.0
Zm00001d035762	Zm00001d035762	35.0	47.0	45.0	47.0	41.0	59.0	66.0	87.0	115.0	65.0
Zm00001d035763	Zm00001d035763	6.0	4.0	4.0	6.0	28.0	7.0	321.0	40.0	88.0	31.0
Zm00001d035764	variant in methylation103	49.0	16.0	149.0	207.0	97.0	34.0	15.0	3.0	11.0	3.0
Zm00001d035765	Zm00001d035765	8.0	36.0	22.0	49.0	23.0	47.0	42.0	67.0	43.0	50.0
Zm00001d035766	Zm00001d035766							19.0		1.0	2.0
Zm00001d035769	Zm00001d035769										4.0
Zm00001d035770	Zm00001d035770	11.0	7.0	11.0	11.0	8.0	12.0	12.0	18.0	5.0	22.0
Zm00001d035772	Zm00001d035772	39.0	7.0	15.0	17.0	22.0	19.0	76.0	66.0	58.0	97.0
Zm00001d035773	Zm00001d035773	65.0	14.0	72.0	70.0	83.0	24.0	17.0	80.0	17.0	44.0
Zm00001d035774	Zm00001d035774	20.0	3.0	3.0	2.0	42.0	9.0	31.0	15.0	17.0	25.0
